RDA element,mapping,MARC 21 Bibligraphic encoding string and recording method
rdaw:P10055,rdakit:hasM21,"100 ** $a, b, c, d, g, q, u [structured description] ."
rdaw:P10055,rdakit:hasM21,"110 ** $a, b, c, d, g, u [structured description] ."
rdaw:P10055,rdakit:hasM21,"700 ** $a, b, c, d, g, q, u [structured description] ."
rdaw:P10055,rdakit:hasM21,"710 ** $a, b, c, d, g, u [structured description] ."
rdaw:P10055,rdakit:hasM21,100 ** $0 [identifier] .
rdaw:P10055,rdakit:hasM21,110 ** $0 [identifier] .
rdaw:P10055,rdakit:hasM21,700 ** $0 [identifier] .
rdaw:P10055,rdakit:hasM21,710 ** $0 [identifier] .
rdaw:P10055,rdakit:hasM21,720 #* $0 [identifier] .
rdaw:P10055,rdakit:hasM21,720 #* $0 [identifier] .
rdaw:P10055,rdakit:hasM21,720 2* $0 [identifier] .
rdaw:P10055,rdakit:hasM21,720 2* $0 [identifier] .
rdaw:P10055,rdakit:hasM21,100 ** $1 [IRI] .
rdaw:P10055,rdakit:hasM21,110 ** $1 [IRI] .
rdaw:P10055,rdakit:hasM21,700 ** $1 [IRI] .
rdaw:P10055,rdakit:hasM21,710 ** $1 [IRI] .
rdaw:P10055,rdakit:hasM21,720 #* $1 [IRI] .
rdaw:P10055,rdakit:hasM21,720 #* $1 [IRI] .
rdaw:P10055,rdakit:hasM21,720 2* $1 [IRI] .
rdaw:P10055,rdakit:hasM21,720 2* $1 [IRI] .
rdaw:P10056,rdakit:hasM21,500 ** $a [unstructured description] .
rdaw:P10056,rdakit:hasM21,720 #* $a [unstructured description] .
rdaw:P10056,rdakit:hasM21,720 #* $a [unstructured description] .
rdaw:P10056,rdakit:hasM21,720 2* $a [unstructured description] .
rdaw:P10056,rdakit:hasM21,720 2* $a [unstructured description] .
rdaw:P10056,rdakit:hasM21,"100 ** $a, b, c, d, g, q, u [structured description] ."
rdaw:P10056,rdakit:hasM21,"110 ** $a, b, c, d, g, u [structured description] ."
rdaw:P10056,rdakit:hasM21,"700 ** $a, b, c, d, g, q, u [structured description] ."
rdaw:P10056,rdakit:hasM21,"710 ** $a, b, c, d, g, u [structured description] ."
rdaw:P10056,rdakit:hasM21,100 ** $0 [identifier] .
rdaw:P10056,rdakit:hasM21,110 ** $0 [identifier] .
rdaw:P10056,rdakit:hasM21,700 ** $0 [identifier] .
rdaw:P10056,rdakit:hasM21,710 ** $0 [identifier] .
rdaw:P10056,rdakit:hasM21,720 #* $0 [identifier] .
rdaw:P10056,rdakit:hasM21,720 #* $0 [identifier] .
rdaw:P10056,rdakit:hasM21,720 2* $0 [identifier] .
rdaw:P10056,rdakit:hasM21,720 2* $0 [identifier] .
rdaw:P10056,rdakit:hasM21,100 ** $1 [IRI] .
rdaw:P10056,rdakit:hasM21,110 ** $1 [IRI] .
rdaw:P10056,rdakit:hasM21,700 ** $1 [IRI] .
rdaw:P10056,rdakit:hasM21,710 ** $1 [IRI] .
rdaw:P10056,rdakit:hasM21,720 #* $1 [IRI] .
rdaw:P10056,rdakit:hasM21,720 #* $1 [IRI] .
rdaw:P10056,rdakit:hasM21,720 2* $1 [IRI] .
rdaw:P10056,rdakit:hasM21,720 2* $1 [IRI] .
rdaw:P10057,rdakit:hasM21,500 ** $a [unstructured description] .
rdaw:P10057,rdakit:hasM21,511 ** $a [unstructured description] .
rdaw:P10057,rdakit:hasM21,720 #* $a [unstructured description] .
rdaw:P10057,rdakit:hasM21,720 #* $a [unstructured description] .
rdaw:P10057,rdakit:hasM21,720 2* $a [unstructured description] .
rdaw:P10057,rdakit:hasM21,720 2* $a [unstructured description] .
rdaw:P10057,rdakit:hasM21,"100 ** $a, b, c, d, g, q, u [structured description] ."
rdaw:P10057,rdakit:hasM21,"110 ** $a, b, c, d, g, u [structured description] ."
rdaw:P10057,rdakit:hasM21,"700 ** $a, b, c, d, g, q, u [structured description] ."
rdaw:P10057,rdakit:hasM21,"710 ** $a, b, c, d, g, u [structured description] ."
rdaw:P10057,rdakit:hasM21,100 ** $0 [identifier] .
rdaw:P10057,rdakit:hasM21,110 ** $0 [identifier] .
rdaw:P10057,rdakit:hasM21,700 ** $0 [identifier] .
rdaw:P10057,rdakit:hasM21,710 ** $0 [identifier] .
rdaw:P10057,rdakit:hasM21,720 #* $0 [identifier] .
rdaw:P10057,rdakit:hasM21,720 #* $0 [identifier] .
rdaw:P10057,rdakit:hasM21,720 2* $0 [identifier] .
rdaw:P10057,rdakit:hasM21,720 2* $0 [identifier] .
rdaw:P10057,rdakit:hasM21,100 ** $1 [IRI] .
rdaw:P10057,rdakit:hasM21,110 ** $1 [IRI] .
rdaw:P10057,rdakit:hasM21,700 ** $1 [IRI] .
rdaw:P10057,rdakit:hasM21,710 ** $1 [IRI] .
rdaw:P10057,rdakit:hasM21,720 #* $1 [IRI] .
rdaw:P10057,rdakit:hasM21,720 #* $1 [IRI] .
rdaw:P10057,rdakit:hasM21,720 2* $1 [IRI] .
rdaw:P10057,rdakit:hasM21,720 2* $1 [IRI] .
rdaw:P10058,rdakit:hasM21,500 ** $a [unstructured description] .
rdaw:P10058,rdakit:hasM21,720 #* $a [unstructured description] .
rdaw:P10058,rdakit:hasM21,720 #* $a [unstructured description] .
rdaw:P10058,rdakit:hasM21,720 2* $a [unstructured description] .
rdaw:P10058,rdakit:hasM21,720 2* $a [unstructured description] .
rdaw:P10058,rdakit:hasM21,"100 ** $a, b, c, d, g, q, u [structured description] ."
rdaw:P10058,rdakit:hasM21,"110 ** $a, b, c, d, g, u [structured description] ."
rdaw:P10058,rdakit:hasM21,"700 ** $a, b, c, d, g, q, u [structured description] ."
rdaw:P10058,rdakit:hasM21,"710 ** $a, b, c, d, g, u [structured description] ."
rdaw:P10058,rdakit:hasM21,100 ** $0 [identifier] .
rdaw:P10058,rdakit:hasM21,110 ** $0 [identifier] .
rdaw:P10058,rdakit:hasM21,700 ** $0 [identifier] .
rdaw:P10058,rdakit:hasM21,710 ** $0 [identifier] .
rdaw:P10058,rdakit:hasM21,720 #* $0 [identifier] .
rdaw:P10058,rdakit:hasM21,720 #* $0 [identifier] .
rdaw:P10058,rdakit:hasM21,720 2* $0 [identifier] .
rdaw:P10058,rdakit:hasM21,720 2* $0 [identifier] .
rdaw:P10058,rdakit:hasM21,100 ** $1 [IRI] .
rdaw:P10058,rdakit:hasM21,110 ** $1 [IRI] .
rdaw:P10058,rdakit:hasM21,700 ** $1 [IRI] .
rdaw:P10058,rdakit:hasM21,710 ** $1 [IRI] .
rdaw:P10058,rdakit:hasM21,720 #* $1 [IRI] .
rdaw:P10058,rdakit:hasM21,720 #* $1 [IRI] .
rdaw:P10058,rdakit:hasM21,720 2* $1 [IRI] .
rdaw:P10058,rdakit:hasM21,720 2* $1 [IRI] .
rdaw:P10059,rdakit:hasM21,500 ** $a [unstructured description] .
rdaw:P10059,rdakit:hasM21,511 ** $a [unstructured description] .
rdaw:P10059,rdakit:hasM21,720 #* $a [unstructured description] .
rdaw:P10059,rdakit:hasM21,720 #* $a [unstructured description] .
rdaw:P10059,rdakit:hasM21,720 2* $a [unstructured description] .
rdaw:P10059,rdakit:hasM21,720 2* $a [unstructured description] .
rdaw:P10059,rdakit:hasM21,"100 ** $a, b, c, d, g, q, u [structured description] ."
rdaw:P10059,rdakit:hasM21,"110 ** $a, b, c, d, g, u [structured description] ."
rdaw:P10059,rdakit:hasM21,"700 ** $a, b, c, d, g, q, u [structured description] ."
rdaw:P10059,rdakit:hasM21,"710 ** $a, b, c, d, g, u [structured description] ."
rdaw:P10059,rdakit:hasM21,100 ** $0 [identifier] .
rdaw:P10059,rdakit:hasM21,110 ** $0 [identifier] .
rdaw:P10059,rdakit:hasM21,700 ** $0 [identifier] .
rdaw:P10059,rdakit:hasM21,710 ** $0 [identifier] .
rdaw:P10059,rdakit:hasM21,720 #* $0 [identifier] .
rdaw:P10059,rdakit:hasM21,720 #* $0 [identifier] .
rdaw:P10059,rdakit:hasM21,720 2* $0 [identifier] .
rdaw:P10059,rdakit:hasM21,720 2* $0 [identifier] .
rdaw:P10059,rdakit:hasM21,100 ** $1 [IRI] .
rdaw:P10059,rdakit:hasM21,110 ** $1 [IRI] .
rdaw:P10059,rdakit:hasM21,700 ** $1 [IRI] .
rdaw:P10059,rdakit:hasM21,710 ** $1 [IRI] .
rdaw:P10059,rdakit:hasM21,720 #* $1 [IRI] .
rdaw:P10059,rdakit:hasM21,720 #* $1 [IRI] .
rdaw:P10059,rdakit:hasM21,720 2* $1 [IRI] .
rdaw:P10059,rdakit:hasM21,720 2* $1 [IRI] .
rdaw:P10060,rdakit:hasM21,500 ** $a [unstructured description] .
rdaw:P10060,rdakit:hasM21,720 #* $a [unstructured description] .
rdaw:P10060,rdakit:hasM21,720 #* $a [unstructured description] .
rdaw:P10060,rdakit:hasM21,720 2* $a [unstructured description] .
rdaw:P10060,rdakit:hasM21,720 2* $a [unstructured description] .
rdaw:P10060,rdakit:hasM21,"100 ** $a, b, c, d, g, q, u [structured description] ."
rdaw:P10060,rdakit:hasM21,"110 ** $a, b, c, d, g, u [structured description] ."
rdaw:P10060,rdakit:hasM21,"700 ** $a, b, c, d, g, q, u [structured description] ."
rdaw:P10060,rdakit:hasM21,"710 ** $a, b, c, d, g, u [structured description] ."
rdaw:P10060,rdakit:hasM21,100 ** $0 [identifier] .
rdaw:P10060,rdakit:hasM21,110 ** $0 [identifier] .
rdaw:P10060,rdakit:hasM21,700 ** $0 [identifier] .
rdaw:P10060,rdakit:hasM21,710 ** $0 [identifier] .
rdaw:P10060,rdakit:hasM21,720 #* $0 [identifier] .
rdaw:P10060,rdakit:hasM21,720 #* $0 [identifier] .
rdaw:P10060,rdakit:hasM21,720 2* $0 [identifier] .
rdaw:P10060,rdakit:hasM21,720 2* $0 [identifier] .
rdaw:P10060,rdakit:hasM21,100 ** $1 [IRI] .
rdaw:P10060,rdakit:hasM21,110 ** $1 [IRI] .
rdaw:P10060,rdakit:hasM21,700 ** $1 [IRI] .
rdaw:P10060,rdakit:hasM21,710 ** $1 [IRI] .
rdaw:P10060,rdakit:hasM21,720 #* $1 [IRI] .
rdaw:P10060,rdakit:hasM21,720 #* $1 [IRI] .
rdaw:P10060,rdakit:hasM21,720 2* $1 [IRI] .
rdaw:P10060,rdakit:hasM21,720 2* $1 [IRI] .
rdaw:P10061,rdakit:hasM21,500 ** $a [unstructured description] .
rdaw:P10061,rdakit:hasM21,720 ** $7(dpeaa) [unstructured description] .
rdaw:P10061,rdakit:hasM21,720 #* $a [unstructured description] .
rdaw:P10061,rdakit:hasM21,720 #* $a [unstructured description] .
rdaw:P10061,rdakit:hasM21,720 #* $a [unstructured description] .
rdaw:P10061,rdakit:hasM21,720 #* $a [unstructured description] .
rdaw:P10061,rdakit:hasM21,720 2* $a [unstructured description] .
rdaw:P10061,rdakit:hasM21,720 2* $a [unstructured description] .
rdaw:P10061,rdakit:hasM21,720 2* $a [unstructured description] .
rdaw:P10061,rdakit:hasM21,720 2* $a [unstructured description] .
rdaw:P10061,rdakit:hasM21,857 ** $e(dpeaa) [unstructured description] .
rdaw:P10061,rdakit:hasM21,"100 ** $a, b, c, d, g, q, u [structured description] ."
rdaw:P10061,rdakit:hasM21,"110 ** $a, b, c, d, g, u [structured description] ."
rdaw:P10061,rdakit:hasM21,"111 ** $a, c, d, e, g, n, q, u [structured description] ."
rdaw:P10061,rdakit:hasM21,"700 ** $a, b, c, d, g, q, u [structured description] ."
rdaw:P10061,rdakit:hasM21,"710 ** $a, b, c, d, g, u [structured description] ."
rdaw:P10061,rdakit:hasM21,"711 ** $a, c, d, e, f, g, n, q, u [structured description] ."
rdaw:P10061,rdakit:hasM21,720 ** $7(dpeaa) [structured description] .
rdaw:P10061,rdakit:hasM21,857 ** $e(dpeaa) [structured description] .
rdaw:P10061,rdakit:hasM21,100 ** $0 [identifier] .
rdaw:P10061,rdakit:hasM21,110 ** $0 [identifier] .
rdaw:P10061,rdakit:hasM21,111 ** $0 [identifier] .
rdaw:P10061,rdakit:hasM21,700 ** $0 [identifier] .
rdaw:P10061,rdakit:hasM21,710 ** $0 [identifier] .
rdaw:P10061,rdakit:hasM21,711 ** $0 [identifier] .
rdaw:P10061,rdakit:hasM21,720 ** $5 (field-level provenance) [identifier] .
rdaw:P10061,rdakit:hasM21,720 ** $7(dpeaa) [identifier] .
rdaw:P10061,rdakit:hasM21,720 #* $0 [identifier] .
rdaw:P10061,rdakit:hasM21,720 #* $0 [identifier] .
rdaw:P10061,rdakit:hasM21,720 #* $0 [identifier] .
rdaw:P10061,rdakit:hasM21,720 #* $0 [identifier] .
rdaw:P10061,rdakit:hasM21,720 2* $0 [identifier] .
rdaw:P10061,rdakit:hasM21,720 2* $0 [identifier] .
rdaw:P10061,rdakit:hasM21,720 2* $0 [identifier] .
rdaw:P10061,rdakit:hasM21,720 2* $0 [identifier] .
rdaw:P10061,rdakit:hasM21,857 ** $5 (field-level provenance) [identifier] .
rdaw:P10061,rdakit:hasM21,857 ** $e(dpeaa) [identifier] .
rdaw:P10061,rdakit:hasM21,100 ** $1 [IRI] .
rdaw:P10061,rdakit:hasM21,110 ** $1 [IRI] .
rdaw:P10061,rdakit:hasM21,111 ** $1 [IRI] .
rdaw:P10061,rdakit:hasM21,700 ** $1 [IRI] .
rdaw:P10061,rdakit:hasM21,710 ** $1 [IRI] .
rdaw:P10061,rdakit:hasM21,711 ** $1 [IRI] .
rdaw:P10061,rdakit:hasM21,720 ** $7(dpeaa) [IRI] .
rdaw:P10061,rdakit:hasM21,720 #* $1 [IRI] .
rdaw:P10061,rdakit:hasM21,720 #* $1 [IRI] .
rdaw:P10061,rdakit:hasM21,720 #* $1 [IRI] .
rdaw:P10061,rdakit:hasM21,720 #* $1 [IRI] .
rdaw:P10061,rdakit:hasM21,720 2* $1 [IRI] .
rdaw:P10061,rdakit:hasM21,720 2* $1 [IRI] .
rdaw:P10061,rdakit:hasM21,720 2* $1 [IRI] .
rdaw:P10061,rdakit:hasM21,720 2* $1 [IRI] .
rdaw:P10061,rdakit:hasM21,857 ** $e(dpeaa) [IRI] .
rdaw:P10061,rdakit:hasM21,041 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,082 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,083 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,084 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,100 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,110 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,111 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,130 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,210 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,240 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,245 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,246 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,247 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,250 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,255 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,256 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,264 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,300 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,335 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,336 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,348 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,361 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,370 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,377 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,380 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,381 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,382 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,383 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,384 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,385 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,386 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,387 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,388 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,490 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,500 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,501 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,502 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,505 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,508 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,510 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,515 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,518 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,520 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,533 ** $y(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,546 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,550 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,555 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,583 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,600 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,610 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,611 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,630 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,648 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,650 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,651 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,653 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,655 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,700 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,710 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,711 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,751 ** $7(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,760 ** $l(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,762 ** $l(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,765 ** $l(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,767 ** $l(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,770 ** $l(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,772 ** $l(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,773 ** $l(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,774 ** $l(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,775 ** $l(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,776 ** $l(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,777 ** $l(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,780 ** $l(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,785 ** $l(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,786 ** $l(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,787 ** $l(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,788 ** $l(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,800 ** $y(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,810 ** $y(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,811 ** $y(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,830 ** $y(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,856 ** $e(dpeaa) [unstructured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,041 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,082 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,083 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,084 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,100 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,110 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,111 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,130 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,210 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,240 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,245 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,246 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,247 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,250 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,255 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,256 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,264 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,300 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,335 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,336 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,348 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,361 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,370 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,377 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,380 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,381 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,382 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,383 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,384 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,385 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,386 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,387 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,388 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,490 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,500 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,501 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,502 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,505 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,508 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,510 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,515 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,518 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,520 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,533 ** $y(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,546 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,550 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,555 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,583 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,600 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,610 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,611 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,630 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,648 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,650 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,651 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,653 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,655 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,700 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,710 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,711 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,751 ** $7(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,760 ** $l(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,762 ** $l(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,765 ** $l(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,767 ** $l(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,770 ** $l(dpeaa) [structured description] (data provenance) .
rdaw:P10061,rdakit:hasM21,772 ** $l(dpeaa) [structured description] (data provenance) .
