canonical uri,lexical uri
rdau:P60702,rdau:autographerOf.en
rdau:P60703,rdau:issuingBodyOf.en
rdau:P60704,rdau:landscapeArchitectOf.en
rdau:P60705,rdau:sculptorOf.en
rdau:P60706,rdau:screenwriterOf.en
rdau:P60707,rdau:lyricistOf.en
rdau:P60708,rdau:librettistOf.en
rdau:P60719,rdau:musicalTheatreAdaptationOf.en
rdau:P60720,rdau:operaAdaptationOf.en
rdau:P60721,rdau:adaptedAsMusicalTheatre.en
rdau:P60722,rdau:adaptedAsOpera.en
rdau:P60723,rdau:music.en
rdau:P60724,rdau:musicFor.en
rdau:P60725,rdau:videoMusic.en
rdau:P60726,rdau:musicForVideo.en
rdau:P60727,rdau:televisionProgramMusic.en
rdau:P60728,rdau:musicForTelevisionProgram.en
rdau:P60729,rdau:radioProgramMusic.en
rdau:P60730,rdau:musicForRadioProgram.en
rdau:P60731,rdau:musicForMotionPicture.en
rdau:P60732,rdau:motionPictureMusic.en
rdau:P60733,rdau:predecessorOfSplit.en
rdau:P60736,rdau:componentOfMerger.en
rdau:P60737,rdau:officerOf.en
rdau:P60738,rdau:broaderAffiliatedAgent.en
rdau:P60739,rdau:localAffiliate.en
rdau:P60740,rdau:choreography.en
rdau:P60741,rdau:choreographyFor.en
rdau:P60742,rdau:adaptedAsGraphicNovel.en
rdau:P60743,rdau:graphicNovelizationOf.en
rdau:P60744,rdau:adaptedAsVideoGame.en
rdau:P60745,rdau:videoGameAdaptationOf.en
rdau:P60746,rdau:papermaker.en
rdau:P60747,rdau:papermakerOf.en
rdau:P60748,rdau:visualEffectsProvider.en
rdau:P60749,rdau:specialEffectsProvider.en
rdau:P60750,rdau:letterer.en
rdau:P60751,rdau:rapporteur.en
rdau:P60752,rdau:calligrapher.en
rdau:P60753,rdau:bookArtist.en
rdau:P60754,rdau:visualEffectsProviderOf.en
rdau:P60755,rdau:specialEffectsProviderOf.en
rdau:P60756,rdau:lettererOf.en
rdau:P60757,rdau:rapporteurOf.en
rdau:P60758,rdau:calligrapherOf.en
rdau:P60759,rdau:bookArtistOf.en
rdau:P60760,rdau:detailsOfAspectRatioDesignation.en
rdau:P60761,rdau:detailsOfColourContent.en
rdau:P60762,rdau:detailsOfFormOfMusicalNotation.en
rdau:P60763,rdau:detailsOfFormOfNotatedMovement.en
rdau:P60764,rdau:detailsOfFormatOfNotatedMusic.en
rdau:P60765,rdau:detailsOfFormOfTactileNotation.en
rdau:P60766,rdau:detailsOfScript.en
rdau:P60767,rdau:detailsOfAppliedMaterial.en
rdau:P60768,rdau:detailsOfBaseMaterial.en
rdau:P60769,rdau:detailsOfBibliographicFormat.en
rdau:P60770,rdau:detailsOfBroadcastStandard.en
rdau:P60771,rdau:detailsOfConfigurationOfPlaybackChannels.en
rdau:P60772,rdau:detailsOfDigitalFileCharacteristic.en
rdau:P60773,rdau:detailsOfDigitalRepresentationOfCartographicContent.en
rdau:P60774,rdau:detailsOfEmulsionOnMicrofilmAndMicrofiche.en
rdau:P60775,rdau:detailsOfEncodingFormat.en
rdau:P60776,rdau:detailsOfFileType.en
rdau:P60777,rdau:detailsOfFontSize.en
rdau:P60783,rdau:detailsOfGrooveCharacteristic.en
rdau:P60784,rdau:detailsOfLayout.en
rdau:P60785,rdau:detailsOfMount.en
rdau:P60786,rdau:detailsOfPlayingSpeed.en
rdau:P60787,rdau:detailsOfPolarity.en
rdau:P60788,rdau:detailsOfPresentationFormat.en
rdau:P60789,rdau:detailsOfProductionMethod.en
rdau:P60792,rdau:detailsOfProjectionCharacteristicOfMotionPictureFilm.en
rdau:P60793,rdau:detailsOfProjectionSpeed.en
rdau:P60794,rdau:detailsOfRecordingMedium.en
rdau:P60795,rdau:detailsOfReductionRatioDesignation.en
rdau:P60796,rdau:detailsOfSoundCharacteristic.en
rdau:P60797,rdau:detailsOfSpecialPlaybackCharacteristic.en
rdau:P60798,rdau:detailsOfTapeConfiguration.en
rdau:P60799,rdau:detailsOfTrackConfiguration.en
rdau:P60800,rdau:detailsOfTypeOfRecording.en
rdau:P60801,rdau:detailsOfVideoCharacteristic.en
rdau:P60802,rdau:detailsOfVideoFormat.en
rdau:P60803,rdau:detailsOfGeneration.en
rdau:P60804,rdau:detailsOfIllustrativeContent.en
rdau:P60805,rdau:subject.en
rdau:P60806,rdau:subjectOf.en
rdau:P60807,rdau:graduate.en
rdau:P60808,rdau:graduateOf.en
rdau:P60811,rdau:soundDesigner.en
rdau:P60812,rdau:soundDesignerOf.en
rdau:P60813,rdau:lightingDesigner.en
rdau:P60814,rdau:lightingDesignerOf.en
rdau:P60815,rdau:degreeCommitteeMember.en
rdau:P60816,rdau:degreeCommitteeMemberOf.en
rdau:P60817,rdau:producerOfUnpublishedResourceOf.en
rdau:P60818,rdau:firstChronologicalDesignationOfAlternativeSequence.en
rdau:P60819,rdau:lastChronologicalDesignationOfAlternativeSequence.en
rdau:P60820,rdau:firstAlphanumericDesignationOfAlternativeSequence.en
rdau:P60821,rdau:lastAlphanumericDesignationOfAlternativeSequence.en
rdau:P60823,rdau:detailsOfDuration.en
rdau:P60824,rdau:onscreenParticipant.en
rdau:P60825,rdau:onscreenParticipantOf.en
rdau:P60826,rdau:commissioningBody.en
rdau:P60827,rdau:commissioningBodyOf.en
rdau:P60828,rdau:softwareDeveloper.en
rdau:P60829,rdau:softwareDeveloperOf.en
rdau:P60830,rdau:oratorioAdaptationOf.en
rdau:P60831,rdau:adaptedAsOratorio.en
rdau:P60832,rdau:inspiredBy.en
rdau:P60833,rdau:inspirationFor.en
rdau:P60834,rdau:participantInTreaty.en
rdau:P60835,rdau:participantInTreatyOf.en
rdau:P60836,rdau:researcher.en
rdau:P60837,rdau:researchOf.en
rdau:P60838,rdau:colourist.en
rdau:P60839,rdau:colouristOf.en
rdau:P60840,rdau:makeupArtist.en
rdau:P60841,rdau:makeupArtistOf.en
rdau:P60842,rdau:choralConductor.en
rdau:P60843,rdau:choralConductorOf.en
rdau:P60844,rdau:instrumentalConductor.en
rdau:P60845,rdau:instrumentalConductorOf.en
rdau:P60846,rdau:commemoration.en
rdau:P60847,rdau:commemorationOf.en
rdau:P60849,rdau:organizer.en
rdau:P60850,rdau:organizerOf.en
rdau:P60851,rdau:censor.en
rdau:P60852,rdau:censorOf.en
rdau:P60853,rdau:colleague.en
rdau:P60854,rdau:friend.en
rdau:P60855,rdau:enrolledStudent.en
rdau:P60856,rdau:studentAt.en
rdau:P60857,rdau:assistant.en
rdau:P60858,rdau:assistantTo.en
rdau:P60859,rdau:coworker.en
rdau:P60860,rdau:partner.en
rdau:P60861,rdau:fellowStudent.en
rdau:P60862,rdau:student.en
rdau:P60863,rdau:teacher.en
rdau:P60864,rdau:chiefExecutive.en
rdau:P60865,rdau:chiefExecutiveOf.en
rdau:P60866,rdau:trustee.en
rdau:P60867,rdau:trusteeOf.en
rdau:P60868,rdau:noteOnIdentifierForResource.en
rdau:P60869,rdau:editorialDirector.en
rdau:P60870,rdau:editorialDirectorOf.en
rdau:P60871,rdau:founderAgentOfResource.en
rdau:P60872,rdau:founderAgentOfResourceOf.en
rdau:P60873,rdau:aspectRatioDesignation.en
rdau:P60874,rdau:scaleDesignation.en
rdau:P60875,rdau:cartographicDataType.en
rdau:P60876,rdau:detailsOfCartographicDataType.en
rdau:P60877,rdau:reductionRatioDesignation.en
rdau:P60878,rdau:surname.en
rdau:P60879,rdau:givenName.en
rdau:P60880,rdau:variantNameOfPlace.en
rdau:P60881,rdau:remixArtistOf.en
rdau:P60882,rdau:castingDirectorOf.en
rdau:P60883,rdau:audioProducerOf.en
rdau:P60884,rdau:audioEngineerOf.en
rdau:P60885,rdau:mixingEngineerOf.en
rdau:P60886,rdau:DJOf.en
rdau:P60887,rdau:dubbingDirectorOf.en
rdau:P60888,rdau:musicProgrammerOf.en
rdau:P60889,rdau:audioProducer.en
rdau:P60890,rdau:castingDirector.en
rdau:P60891,rdau:remixArtist.en
rdau:P60892,rdau:audioEngineer.en
rdau:P60893,rdau:mixingEngineer.en
rdau:P60894,rdau:musicProgrammer.en
rdau:P60895,rdau:dubbingDirector.en
rdau:P60896,rdau:DJ.en
rdau:P60897,rdau:latitude.en
rdau:P60898,rdau:longitude.en
rdau:P60899,rdau:rightAscension.en
rdau:P60900,rdau:declination.en
rdau:P60901,rdau:absorbedAgent.en
rdau:P60902,rdau:absorbingAgent.en
rdau:P60903,rdau:jointlyHeldConference.en
rdau:P60904,rdau:detailsOfRegionalEncoding.en
rdau:P60905,rdau:noteOnCapture.en
rdau:P60906,rdau:accessPointForEntity.en
rdau:P60909,rdau:appellationOfEntity.en
rdau:P60910,rdau:accessPointForEntityOf.en
rdau:P60911,rdau:appellationOfEntityOf.en
rdau:P60912,rdau:titleOfResourceOf.en
rdau:P60913,rdau:nomenString.en
rdau:P60914,rdau:reliefType.en
rdau:P60915,rdau:primeMeridian.en
rdau:P60916,rdau:authorizedAccessPointForEntity.en
rdau:P60917,rdau:variantAccessPointForEntity.en
rdau:P60918,rdau:authorizedAccessPointForEntityOf.en
rdau:P60919,rdau:identifierForEntity.en
rdau:P60920,rdau:nameOfAgentOf.en
rdau:P60921,rdau:variantNameOfAgentOf.en
rdau:P60922,rdau:variantNameOfPlaceOf.en
rdau:P60923,rdau:preferredNameOfPlaceOf.en
rdau:P60924,rdau:preferredNameOfTimespanOf.en
rdau:P60925,rdau:variantTitleOfResourceOf.en
rdau:P60926,rdau:variantNameOfTimespan.en
rdau:P60927,rdau:preferredNameOfAgentOf.en
rdau:P60928,rdau:identifierForEntityOf.en
rdau:P60929,rdau:nameOfPlaceOf.en
rdau:P60930,rdau:preferredNameOfTimespan.en
rdau:P60931,rdau:nameOfTimespanOf.en
rdau:P60932,rdau:variantNameOfTimespanOf.en
rdau:P60933,rdau:preferredTitleOfResourceOf.en
rdau:P60935,rdau:nameOfTimespan.en
rdau:P60936,rdau:noteOnEntity.en
rdau:P60937,rdau:identifierForAgentOf.en
rdau:P60938,rdau:identifierForResourceOf.en
rdau:P60939,rdau:nameOfEntity.en
rdau:P60940,rdau:preferredNameOfEntity.en
rdau:P60941,rdau:variantNameOfEntity.en
rdau:P60942,rdau:assignerAgentOf.en
rdau:P60943,rdau:assignedByAgent.en
rdau:P60944,rdau:categoryOfEntity.en
rdau:P60945,rdau:fingerprint.en
rdau:P60946,rdau:nameOfDistributorOf.en
rdau:P60947,rdau:nameOfEntityOf.en
rdau:P60948,rdau:nameOfManufacturerOf.en
rdau:P60949,rdau:nameOfProducerOf.en
rdau:P60950,rdau:nameOfPublisherOf.en
rdau:P60951,rdau:preferredNameOfEntityOf.en
rdau:P60952,rdau:variantAccessPointForEntityOf.en
rdau:P60952,rdau:variantNameOfEntityOf.en
rdau:P60953,rdau:thematicIndexNumber.en
rdau:P60954,rdau:serialNumber.en
rdau:P60955,rdau:opusNumber.en
rdau:P60956,rdau:noteOnAgent.en
rdau:P60957,rdau:titleProperOf.en
rdau:P60958,rdau:titleOfSeriesOf.en
rdau:P60960,rdau:thematicIndexNumberOf.en
rdau:P60961,rdau:serialNumberOf.en
rdau:P60962,rdau:opusNumberOf.en
rdau:P60963,rdau:numericDesignationOfMusicalResourceOf.en
rdau:P60965,rdau:placeOfBirthOf.en
rdau:P60966,rdau:placeOfCaptureOf.en
rdau:P60967,rdau:placeOfDeathOf.en
rdau:P60968,rdau:placeOfDistributionOf.en
rdau:P60969,rdau:placeOfManufactureOf.en
rdau:P60970,rdau:placeOfOriginOfResourceOf.en
rdau:P60971,rdau:placeOfProductionOf.en
rdau:P60972,rdau:placeOfPublicationOf.en
rdau:P60973,rdau:placeOfResidenceOf.en
rdau:P60975,rdau:dateOfBirthOf.en
rdau:P60976,rdau:dateOfCaptureOf.en
rdau:P60977,rdau:dateOfConferenceOf.en
rdau:P60978,rdau:dateOfDeathOf.en
rdau:P60979,rdau:dateOfDistributionOf.en
rdau:P60980,rdau:dateOfEstablishmentOf.en
rdau:P60981,rdau:dateOfManufactureOf.en
rdau:P60982,rdau:dateOfProductionOf.en
rdau:P60983,rdau:dateOfPublicationOf.en
rdau:P60984,rdau:dateOfResourceOf.en
rdau:P60985,rdau:dateOfTerminationOf.en
rdau:P60986,rdau:dateOfUsageOf.en
rdau:P60988,rdau:plateNumberForNotatedMusicOf.en
rdau:P60989,rdau:publisherNumberForNotatedMusicOf.en
rdau:P60990,rdau:periodOfActivityOfAgentOf.en
rdau:P60991,rdau:epochOf.en
rdau:P60992,rdau:equinoxOf.en
rdau:P60995,rdau:material.en
rdau:P60996,rdau:prominentMemberOfFamilyOf.en
rdau:P60997,rdau:placeOfConferenceOf.en
rdau:P60998,rdau:beginning.en
rdau:P60999,rdau:countryAssociatedWithAgent.en
rdau:P61000,rdau:ending.en
rdau:P61001,rdau:partOfPlace.en
rdau:P61002,rdau:partOfTimespan.en
rdau:P61003,rdau:partPlace.en
rdau:P61004,rdau:partTimespan.en
rdau:P61005,rdau:bindingOfResource.en
rdau:P61006,rdau:bindingOfResourceOf.en
rdau:P61007,rdau:typeOfBinding
rdau:P61008,rdau:relatedAgentOfResource.en
rdau:P61009,rdau:relatedResourceOfAgent.en
rdau:P61010,rdau:relatedAgentOfTimespan.en
rdau:P61011,rdau:relatedAgentOfPlace.en
rdau:P61012,rdau:relatedResourceOfTimespan.en
rdau:P61013,rdau:relatedResourceOfPlace.en
rdau:P61014,rdau:relatedPlaceOfResource.en
rdau:P61015,rdau:relatedPlaceOfTimespan.en
rdau:P61016,rdau:relatedPlaceOfPlace.en
rdau:P61017,rdau:relatedTimespanOfTimespan.en
rdau:P61018,rdau:relatedPlaceOfAgent.en
rdau:P61019,rdau:relatedTimespanOfPlace.en
rdau:P61020,rdau:relatedTimespanOfResource.en
rdau:P61021,rdau:relatedTimespanOfAgent.en
rdau:P61022,rdau:relatedNomenOfAgent.en
rdau:P61023,rdau:relatedNomenOfResource.en
rdau:P61024,rdau:relatedNomenOfTimespan.en
rdau:P61025,rdau:relatedNomenOfPlace.en
rdau:P61026,rdau:relatedNomenOfNomen.en
rdau:P61027,rdau:relatedAgentOfNomen.en
rdau:P61028,rdau:relatedPlaceOfNomen.en
rdau:P61029,rdau:relatedTimespanOfNomen.en
rdau:P61030,rdau:relatedResourceOfNomen.en
rdau:P61031,rdau:modifier.en
rdau:P61032,rdau:modifierOf.en
rdau:P61033,rdau:relatedEntityOfAgent.en
rdau:P61034,rdau:relatedEntityOfResource.en
rdau:P61035,rdau:relatedEntityOfTimespan.en
rdau:P61036,rdau:relatedEntityOfPlace.en
rdau:P61037,rdau:relatedEntityOfNomen.en
rdau:P61038,rdau:relatedEntityOfEntity.en
rdau:P61039,rdau:relatedAgentOfEntity.en
rdau:P61040,rdau:relatedPlaceOfEntity.en
rdau:P61041,rdau:relatedTimespanOfEntity.en
rdau:P61042,rdau:relatedResourceOfEntity.en
rdau:P61043,rdau:relatedNomenOfEntity.en
rdau:P61044,rdau:mediumOfPerformanceOfChoreographicContent.en
rdau:P61045,rdau:lyricsFor.en
rdau:P61046,rdau:lyrics.en
rdau:P61047,rdau:textResource
rdau:P61048,rdau:textForResource
rdau:P61049,rdau:spokenWordResource.en
rdau:P61050,rdau:sounds.en
rdau:P61051,rdau:spokenWordForResource.en
rdau:P61052,rdau:soundsFor.en
rdau:P61053,rdau:transformationByExtensionPlan.en
rdau:P61054,rdau:transformationByExtensionPlanOf.en
rdau:P61055,rdau:sequentialVersion.en
rdau:P61056,rdau:sequentialVersionOf.en
rdau:P61057,rdau:serializedVersion.en
rdau:P61058,rdau:staticVersion.en
rdau:P61059,rdau:transformationByAudience.en
rdau:P61060,rdau:transformationByAudienceOf.en
rdau:P61061,rdau:languageVersion.en
rdau:P61062,rdau:regionalVersion.en
rdau:P61063,rdau:carrierVersion.en
rdau:P61064,rdau:languageVersionOf.en
rdau:P61065,rdau:regionalVersionOf.en
rdau:P61066,rdau:carrierVersionOf.en
rdau:P61067,rdau:transformationByPolicy.en
rdau:P61068,rdau:transformationByPolicyOf.en
rdau:P61069,rdau:transformation.en
rdau:P61070,rdau:transformationOf.en
rdau:P61071,rdau:transformationByStyle.en
rdau:P61072,rdau:transformationByStyleOf.en
rdau:P61073,rdau:transformationByGenre.en
rdau:P61074,rdau:transformationByGenreOf.en
rdau:P61075,rdau:serializedVersionOf.en
rdau:P61076,rdau:staticVersionOf.en
rdau:P61077,rdau:reviserOf.en
rdau:P61078,rdau:contributorAgentToAmalgamationOf.en
rdau:P61079,rdau:contributorAgentToPerformanceOf.en
rdau:P61081,rdau:contributorAgentToAggregateOf.en
rdau:P61082,rdau:reviser.en
rdau:P61083,rdau:contributorAgentToAmalgamatedContent.en
rdau:P61084,rdau:contributorAgentToPerformanceContent.en
rdau:P61085,rdau:editor.en
rdau:P61086,rdau:contributorAgentToAggregatedContent.en
rdau:P61087,rdau:aggregates.en
rdau:P61088,rdau:aggregatedBy.en
rdau:P61089,rdau:interactivityMode.en
rdau:P61090,rdau:aggregatorOf.en
rdau:P61091,rdau:aggregator.en
rdau:P61092,rdau:criminalDefendant.en
rdau:P61093,rdau:criminalDefendantOf.en
rdau:P61094,rdau:civilDefendant.en
rdau:P61095,rdau:civilDefendantOf.en
rdau:P61096,rdau:academicSupervisor.en
rdau:P61097,rdau:extensionPlan.en
rdau:P61098,rdau:researchSupervisor.en
rdau:P61099,rdau:scopeOfValidity.en
rdau:P61100,rdau:recordingSource.en
rdau:P61101,rdau:sourceConsulted.en
rdau:P61102,rdau:projectSupervisor.en
rdau:P61103,rdau:researchSupervisorOf.en
rdau:P61104,rdau:projectSupervisorOf.en
rdau:P61105,rdau:groovePitch.en
rdau:P61106,rdau:grooveWidth.en
rdau:P61107,rdau:sourceConsultedOf.en
rdau:P61108,rdau:copyrightDateOf.en
rdau:P61109,rdau:durationOf.en
rdau:P61110,rdau:yearDegreeGrantedOf.en
rdau:P61111,rdau:abbreviatedTitleOf.en
rdau:P61112,rdau:alternateIdentityOf.en
rdau:P61113,rdau:realIdentityOf.en
rdau:P61114,rdau:partNomen.en
rdau:P61115,rdau:partOfNomen.en
rdau:P61116,rdau:parallelTitleProperOf.en
rdau:P61117,rdau:issnOf.en
rdau:P61118,rdau:keyTitleOf.en
rdau:P61119,rdau:contextOfUse.en
rdau:P61121,rdau:derivation.en
rdau:P61122,rdau:derivationOf.en
rdau:P61123,rdau:equivalentTo.en
rdau:P61124,rdau:contributorAgentOfComputerContentOf.en
rdau:P61125,rdau:contributorAgentOfMovingImageOf.en
rdau:P61126,rdau:contributorAgentOfObjectOf.en
rdau:P61127,rdau:contributorAgentOfSpeechOf.en
rdau:P61128,rdau:contributorAgentOfMusicOf.en
rdau:P61129,rdau:contributorAgentOfCartographyOf.en
rdau:P61130,rdau:contributorAgentOfChoreographyOf.en
rdau:P61131,rdau:contributorAgentOfTextOf.en
rdau:P61132,rdau:contributorAgentOfCartography.en
rdau:P61133,rdau:contributorAgentOfChoreography.en
rdau:P61134,rdau:contributorAgentOfComputerContent.en
rdau:P61135,rdau:contributorAgentOfMovingImage.en
rdau:P61136,rdau:contributorAgentOfMusic.en
rdau:P61137,rdau:contributorAgentOfObject.en
rdau:P61138,rdau:contributorAgentOfSpeech.en
rdau:P61139,rdau:contributorAgentOfText.en
rdau:P61140,rdau:resourceCopyrightStatement.en
rdau:P61141,rdau:resourceDesignationOfSequenceStatement.en
rdau:P61142,rdau:resourceDissertationStatement.en
rdau:P61143,rdau:resourceDistributionStatement.en
rdau:P61144,rdau:resourceEditionStatement.en
rdau:P61145,rdau:resourceFrequencyStatement.en
rdau:P61146,rdau:resourceIdentifierStatement.en
rdau:P61147,rdau:resourceManufactureStatement.en
rdau:P61148,rdau:resourceProductionStatement.en
rdau:P61149,rdau:resourcePublicationStatement.en
rdau:P61150,rdau:resourceRegionalEncodingStatement.en
rdau:P61151,rdau:resourceSeriesStatement.en
rdau:P61152,rdau:resourceStatement.en
rdau:P61153,rdau:resourceTitleAndResponsibilityStatement.en
rdau:P61154,rdau:fontPointSize.en
rdau:P61155,rdau:designationOfVersion.en
rdau:P61156,rdau:schemeOfNomen.en
rdau:P61157,rdau:scriptOfNomen.en
rdau:P61158,rdau:fingerprintOf.en
rdau:P61159,rdau:referenceSource.en
rdau:P61160,rdau:statusOfIdentification.en
rdau:P61161,rdau:colour.en
rdau:P61162,rdau:accessPointForAgent.en
rdau:P61163,rdau:accessPointForAgentOf.en
rdau:P61164,rdau:accessPointForPlace.en
rdau:P61165,rdau:accessPointForPlaceOf.en
rdau:P61166,rdau:accessPointForResource.en
rdau:P61167,rdau:accessPointForResourceOf.en
rdau:P61168,rdau:accessPointForTimespan.en
rdau:P61169,rdau:accessPointForTimespanOf.en
rdau:P61170,rdau:authorizedAccessPointForAgent.en
rdau:P61171,rdau:authorizedAccessPointForPlace.en
rdau:P61172,rdau:authorizedAccessPointForResource.en
rdau:P61173,rdau:authorizedAccessPointForTimespan.en
rdau:P61174,rdau:authorizedAccessPointForAgentOf.en
rdau:P61175,rdau:authorizedAccessPointForPlaceOf.en
rdau:P61176,rdau:authorizedAccessPointForResourceOf.en
rdau:P61177,rdau:authorizedAccessPointForTimespanOf.en
rdau:P61178,rdau:identifierForPlace.en
rdau:P61179,rdau:identifierForTimespan.en
rdau:P61180,rdau:identifierForPlaceOf.en
rdau:P61181,rdau:identifierForTimespanOf.en
rdau:P61182,rdau:variantAccessPointForAgentOf.en
rdau:P61183,rdau:variantAccessPointForPlaceOf.en
rdau:P61184,rdau:variantAccessPointForResourceOf.en
rdau:P61185,rdau:variantAccessPointForTimespanOf.en
rdau:P61186,rdau:variantAccessPointForAgent.en
rdau:P61187,rdau:variantAccessPointForPlace.en
rdau:P61188,rdau:variantAccessPointForResource.en
rdau:P61189,rdau:variantAccessPointForTimespan.en
rdau:P61190,rdau:referenceSourceOf.en
rdau:P61191,rdau:coordinatesOfCartographicContentOf.en
rdau:P61192,rdau:fullerFormOfNameOf.en
rdau:P61193,rdau:givenNameOf.en
rdau:P61194,rdau:intendedAudienceOfNomen.en
rdau:P61195,rdau:languageOfNomen.en
rdau:P61196,rdau:surnameOf.en
rdau:P61197,rdau:parallelTitleOfSeriesOf.en
rdau:P61198,rdau:longitudeAndLatitudeOf.en
rdau:P61199,rdau:location.en
rdau:P61200,rdau:stringsOfCoordinatePairsOf.en
rdau:P61201,rdau:rightAscensionAndDeclinationOf.en
rdau:P61202,rdau:instructor.en
rdau:P61203,rdau:nameOfAgentOfResource.en
rdau:P61204,rdau:nameOfAgentOfResourceOf.en
rdau:P61205,rdau:placeOfResource.en
rdau:P61206,rdau:placeOfResourceOf.en
rdau:P61207,rdau:beginningOf.en
rdau:P61208,rdau:endingOf.en
rdau:P61209,rdau:numberingWithinSequenceOf.en
rdau:P61210,rdau:firstAlphanumericDesignationOfAlternativeSequenceOf.en
rdau:P61211,rdau:firstAlphanumericDesignationOfSequenceOf.en
rdau:P61212,rdau:firstChronologicalDesignationOfAlternativeSequenceOf.en
rdau:P61213,rdau:firstChronologicalDesignationOfSequenceOf.en
rdau:P61214,rdau:lastAlphanumericDesignationOfAlternativeSequenceOf.en
rdau:P61215,rdau:lastAlphanumericDesignationOfSequenceOf.en
rdau:P61216,rdau:lastChronologicalDesignationOfAlternativeSequenceOf.en
rdau:P61217,rdau:lastChronologicalDesignationOfSequenceOf.en
