reg_id,uri,type,"name (en)","label (en)","lexicalAlias (en)","description (en)","note (en)",domain,range,hasUnconstrained,parent_property,inverseOf,status
,rdaa:P50112,property,foundedCorporateBodyOfPerson,"has founded corporate body of person",rdaa:foundedCorporateBodyOfPerson,"Relates a person to an organization that the person founded.",,rdac:C10004,rdac:C10005,rdau:P60687,,rdaa:P50029,1
,rdaa:P50113,property,biographicalInformation,"has biographical information",rdaa:biographicalInformation,"Relates a person to information about the life or history of a person.",,rdac:C10004,,rdau:P60492,,,1
,rdaa:P50114,property,addressOfThePerson,"has address of the person",rdaa:addressOfThePerson,"Relates a person to the address of a person’s place of residence, business, or employer, and/or an e-mail or internet address.",,rdac:C10004,,rdau:P60512,,,1
,rdaa:P50115,property,fullerFormOfName,"has fuller form of name",rdaa:fullerFormOfName,"Relates a person to the full form of a part of a name represented only by an initial or abbreviation in the form chosen as the preferred name, or a part of the name not included in the form chosen as the preferred name.",,rdac:C10004,,rdau:P60530,,,1
,rdaa:P50116,property,gender,"has gender",rdaa:gender,"Relates a person to the gender with which a person identifies.",,rdac:C10004,,rdau:P60531,,,1
,rdaa:P50117,property,preferredNameForThePerson,"has preferred name for the person",rdaa:preferredNameForThePerson,"Relates a person to the name or form of name chosen to identify the person.",,rdac:C10004,,rdau:P60549,rdaa:P50111,,1
,rdaa:P50118,property,placeOfDeath,"has place of death",rdaa:placeOfDeath,"Relates a person to the town, city, province, state, and/or country in which a person died.",,rdac:C10004,,rdau:P60592,,,1
,rdaa:P50119,property,placeOfBirth,"has place of birth",rdaa:placeOfBirth,"Relates a person to the town, city, province, state, and/or country in which a person was born.",,rdac:C10004,,rdau:P60593,,,1
,rdaa:P50120,property,dateOfDeath,"has date of death",rdaa:dateOfDeath,"Relates a person to the year a person died.","Date of death may also include the month or month and day of the person’s death.",rdac:C10004,,rdau:P60598,rdaa:P50107,,1
,rdaa:P50121,property,dateOfBirth,"has date of birth",rdaa:dateOfBirth,"Relates a person to the year a person was born.","Date of birth may also include the month or month and day of the person’s birth.",rdac:C10004,,rdau:P60599,rdaa:P50107,,1
,rdaa:P50122,property,appellantPersonOf,"is appellant person of",rdaa:appellantPersonOf,"Relates a person who appeals the decision of a lower court recorded in a legal work of a higher court to the work.",,rdac:C10004,rdac:C10001,rdau:P60691,rdaa:P50088,rdaw:P10042,1
,rdaa:P50123,property,binderOf,"is binder of",rdaa:binderOf,"Relates a person who binds an item to the item.",,rdac:C10004,rdac:C10003,rdau:P60692,rdaa:P50182,rdai:P40013,1
,rdaa:P50124,property,plaintiffPersonOf,"is plaintiff person of",rdaa:plaintiffPersonOf,"Relates a person who brings a suit in a civil proceeding to the work.",,rdac:C10004,rdac:C10001,rdau:P60693,rdaa:P50089,rdaw:P10043,1
,rdaa:P50125,property,inscriberOf,"is inscriber of",rdaa:inscriberOf,"Relates a person who has written a statement of dedication or gift on an item to the item.",,rdac:C10004,rdac:C10003,rdau:P60695,rdaa:P50182,rdai:P40014,1
,rdaa:P50126,property,judgeOf,"is judge of",rdaa:judgeOf,"Relates a person who hears and decides on legal matters in court to the work.",,rdac:C10004,rdac:C10001,rdau:P60696,rdaa:P50131,rdaw:P10044,1
,rdaa:P50127,property,praesesOf,"is praeses of",rdaa:praesesOf,"Relates a person who is the faculty moderator of an academic disputation, normally proposing a thesis and participating in the ensuing disputation to the work.",,rdac:C10004,rdac:C10001,rdau:P60699,rdaa:P50204,rdaw:P10045,1
,rdaa:P50128,property,annotatorOf,"is annotator of",rdaa:annotatorOf,"Relates a person who makes manuscript annotations on an item to the item.",,rdac:C10004,rdac:C10003,rdau:P60700,rdaa:P50182,rdai:P40015,1
,rdaa:P50129,property,autographerOf,"is autographer of",rdaa:autographerOf,"Relates a person whose manuscript signature appears on an item to the item.",,rdac:C10004,rdac:C10003,rdau:P60702,rdaa:P50182,rdai:P40016,1
,rdaa:P50130,property,issuingBodyOf,"is issuing body of",rdaa:issuingBodyOf,"Relates a person, family or corporate body issuing a work, such as an official organ of the body to the work.",,rdac:C10002,rdac:C10001,rdau:P60703,rdaa:P50131,rdaw:P10046,1
,rdaa:P50131,property,otherPFCWorkOf,"is other person, family, or corporate body associated with a work of",rdaa:otherPFCWorkOf,"Relates a person, family, or corporate body associated with a work other than as a creator to the work.","Includes persons, etc., to whom correspondence is addressed, persons, etc., honoured by a festschrift, directors, cinematographers, sponsoring bodies, production companies, institutions, etc., hosting an exhibition or event, etc",rdac:C10002,rdac:C10001,rdau:P60602,,rdaw:P10047,1
,rdaa:P50132,property,dedicatorOf,"is dedicator of",rdaa:dedicatorOf,"Relates a person, family, or corporate body by whom a work is dedicated to the work.",,rdac:C10002,rdac:C10001,rdau:P60603,rdaa:P50131,rdaw:P10048,1
,rdaa:P50133,property,curatorOf,"is curator of",rdaa:curatorOf,"Relates a person, family, or corporate body conceiving, aggregating, and/or organizing an exhibition, collection, or other item to the item.",,rdac:C10002,rdac:C10003,rdau:P60604,rdaa:P50182,rdai:P40017,1
,rdaa:P50134,property,composerExpressionOf,"is composer (expression) of",rdaa:composerExpressionOf,"Relates a person, family, or corporate body contributing to an expression by adding music to a work that originally lacked it, by composing new music to substitute for the original music, or by composing new music to supplement the existing music to the expression.",,rdac:C10002,rdac:C10006,rdau:P60655,rdaa:P50161,rdae:P20026,1
,rdaa:P50135,property,surveyorOf,"is surveyor of",rdaa:surveyorOf,"Relates a person, family, or corporate body contributing to an expression of a cartographic work by providing measurements or dimensional relationships for the geographic area represented to the expression.",,rdac:C10002,rdac:C10006,rdau:P60605,rdaa:P50161,rdae:P20027,1
,rdaa:P50136,property,animatorOf,"is animator of",rdaa:animatorOf,"Relates a person, family, or corporate body contributing to an expression of a moving image work or computer program by giving apparent movement to inanimate objects or drawings to the expression.",,rdac:C10002,rdac:C10006,rdau:P60606,rdaa:P50161,rdae:P20028,1
,rdaa:P50137,property,arrangerOfMusicOf,"is arranger of music of",rdaa:arrangerOfMusicOf,"Relates a person, family, or corporate body contributing to an expression of a musical work by rewriting the composition for a medium of performance different from that for which the work was originally intended to the expression.","An arranger of music may also modify the work for the same medium of performance, etc., keeping the musical substance of the original composition essentially unchanged.",rdac:C10002,rdac:C10006,rdau:P60607,rdaa:P50161,rdae:P20029,1
,rdaa:P50138,property,writerOfAddedTextOf,"is writer of added text of",rdaa:writerOfAddedTextOf,"Relates a person, family, or corporate body contributing to an expression of a work by providing supplementary textual content (e.g., an appendix, an introduction, a preface) to the original work to the expression.",,rdac:C10002,rdac:C10006,rdau:P60608,rdaa:P50154,rdae:P20030,1
,rdaa:P50139,property,stageDirectorOf,"is stage director of",rdaa:stageDirectorOf,"Relates a person, family, or corporate body contributing to an expression of a stage work through the general management and supervision of a performance to the expression.",,rdac:C10002,rdac:C10006,rdau:P60627,rdaa:P50161,rdae:P20031,1
,rdaa:P50140,property,interviewerExpressionOf,"is interviewer (expression) of",rdaa:interviewerExpressionOf,"Relates a person, family, or corporate body contributing to an expression of a work by acting as an interviewer, reporter, pollster, or some other information gathering agent to the expression.",,rdac:C10002,rdac:C10006,rdau:P60659,rdaa:P50161,rdae:P20032,1
,rdaa:P50141,property,draftsmanOf,"is draftsman of",rdaa:draftsmanOf,"Relates a person, family, or corporate body contributing to an expression of a work by an architect, inventor, etc., by making detailed plans or drawings for buildings, ships, aircraft, machines, objects, etc. to the expression.",,rdac:C10002,rdac:C10006,rdau:P60609,rdaa:P50161,rdae:P20033,1
,rdaa:P50142,property,transcriberOf,"is transcriber of",rdaa:transcriberOf,"Relates a person, family, or corporate body contributing to an expression of a work by writing down or notating previously unwritten or unnotated content, or by changing it from one system of notation to another to the expression.",,rdac:C10002,rdac:C10006,rdau:P60610,rdaa:P50161,rdae:P20034,1
,rdaa:P50143,property,musicalDirectorOf,"is musical director of",rdaa:musicalDirectorOf,"Relates a person, family, or corporate body contributing to an expression of a work by coordinating the activities of the composer, the sound editor, and sound mixers for a moving image production or for a musical or dramatic presentation or entertainment to the expression.",,rdac:C10002,rdac:C10006,rdau:P60611,rdaa:P50161,rdae:P20035,1
,rdaa:P50144,property,costumeDesignerOf,"is costume designer of",rdaa:costumeDesignerOf,"Relates a person, family, or corporate body contributing to an expression of a work by designing the costumes for a moving image production or for a musical or dramatic presentation or entertainment to the expression.",,rdac:C10002,rdac:C10006,rdau:P60612,rdaa:P50161,rdae:P20036,1
,rdaa:P50145,property,translatorOf,"is translator of",rdaa:translatorOf,"Relates a person, family, or corporate body contributing to an expression of a work by expressing the linguistic content of the work in a language different from that of previous expressions of the original work to the expression.","A translator may also translate linguistic content between forms of the same language from different time periods.",rdac:C10002,rdac:C10006,rdau:P60613,rdaa:P50161,rdae:P20037,1
,rdaa:P50146,property,artDirectorOf,"is art director of",rdaa:artDirectorOf,"Relates a person, family, or corporate body contributing to an expression of a work by overseeing the artists and craftspeople who build the sets for moving image productions to the expression.",,rdac:C10002,rdac:C10006,rdau:P60614,rdaa:P50161,rdae:P20038,1
,rdaa:P50147,property,performerOf,"is performer of",rdaa:performerOf,"Relates a person, family, or corporate body contributing to an expression of a work by performing music, acting, dancing, speaking, etc. to the expression.",,rdac:C10002,rdac:C10006,rdau:P60615,rdaa:P50161,rdae:P20039,1
,rdaa:P50148,property,courtReporterOf,"is court reporter of",rdaa:courtReporterOf,"Relates a person, family, or corporate body contributing to an expression of a work by preparing a court’s opinions for publication to the expression.",,rdac:C10002,rdac:C10006,rdau:P60616,rdaa:P50161,rdae:P20040,1
,rdaa:P50149,property,writerOfPrefaceOf,"is writer of preface of",rdaa:writerOfPrefaceOf,"Relates a person, family, or corporate body contributing to an expression of a work by providing a preface to the original work to the expression.",,rdac:C10002,rdac:C10006,rdau:P60617,rdaa:P50154,rdae:P20041,1
,rdaa:P50150,property,cartographerExpressionOf,"is cartographer (expression) of",rdaa:cartographerExpressionOf,"Relates a person, family, or corporate body contributing to an expression of a work by providing additional cartography, or by modifying the previous cartography to the expression.",,rdac:C10002,rdac:C10006,rdau:P60654,rdaa:P50161,rdae:P20042,1
,rdaa:P50151,property,choreographerExpressionOf,"is choreographer (expression) of",rdaa:choreographerExpressionOf,"Relates a person, family, or corporate body contributing to an expression of a work by providing additional choreography, or by modifying the previous choreography to the expression.",,rdac:C10002,rdac:C10006,rdau:P60662,rdaa:P50161,rdae:P20043,1
,rdaa:P50152,property,writerOfAddedCommentaryOf,"is writer of added commentary of",rdaa:writerOfAddedCommentaryOf,"Relates a person, family, or corporate body contributing to an expression of a work by providing an interpretation or critical explanation of the original work to the expression.",,rdac:C10002,rdac:C10006,rdau:P60618,rdaa:P50154,rdae:P20044,1
,rdaa:P50153,property,writerOfIntroductionOf,"is writer of introduction of",rdaa:writerOfIntroductionOf,"Relates a person, family, or corporate body contributing to an expression of a work by providing an introduction to the original work to the expression.",,rdac:C10002,rdac:C10006,rdau:P60619,rdaa:P50154,rdae:P20045,1
,rdaa:P50154,property,writerOfSupplementaryTextualContentOf,"is writer of supplementary textual content of",rdaa:writerOfSupplementaryTextualContentOf,"Relates a person, family, or corporate body contributing to an expression of a work by providing supplementary textual content (e.g., an appendix, an introduction, a preface) to the original work to the expression.",,rdac:C10002,rdac:C10006,rdau:P60620,rdaa:P50161,rdae:P20046,1
,rdaa:P50155,property,intervieweeExpressionOf,"is interviewee (expression) of",rdaa:intervieweeExpressionOf,"Relates a person, family, or corporate body contributing to an expression of a work by responding to an interviewer, usually a reporter, pollster, or some other information gathering agent to the expression.",,rdac:C10002,rdac:C10006,rdau:P60661,rdaa:P50161,rdae:P20047,1
,rdaa:P50156,property,editorOf,"is editor of",rdaa:editorOf,"Relates a person, family, or corporate body contributing to an expression of a work by revising or clarifying the content, e to the expression.","An editor may also prepare an expression of a work for production, publication, or distribution.",rdac:C10002,rdac:C10006,rdau:P60621,rdaa:P50161,rdae:P20048,1
,rdaa:P50157,property,abridgerOf,"is abridger of",rdaa:abridgerOf,"Relates a person, family, or corporate body contributing to an expression of a work by shortening or condensing the original work but leaving the nature and content of the original work substantially unchanged to the expression.",,rdac:C10002,rdac:C10006,rdau:P60622,rdaa:P50161,rdae:P20049,1
,rdaa:P50158,property,recordingEngineerOf,"is recording engineer of",rdaa:recordingEngineerOf,"Relates a person, family, or corporate body contributing to an expression of a work by supervising the technical aspects of a sound or video recording session to the expression.",,rdac:C10002,rdac:C10006,rdau:P60623,rdaa:P50161,rdae:P20050,1
,rdaa:P50159,property,illustratorOf,"is illustrator of",rdaa:illustratorOf,"Relates a person, family, or corporate body contributing to an expression of a work by supplementing the primary content with drawings, diagrams, photographs, etc to the expression.",,rdac:C10002,rdac:C10006,rdau:P60624,rdaa:P50161,rdae:P20051,1
,rdaa:P50160,property,recordistOf,"is recordist of",rdaa:recordistOf,"Relates a person, family, or corporate body contributing to an expression of a work by using a recording device to capture sound and/or video during a recording session, including field recordings of natural sounds, folkloric events, music, etc to the expression.",,rdac:C10002,rdac:C10006,rdau:P60625,rdaa:P50161,rdae:P20052,1
,rdaa:P50161,property,contributorOf,"is contributor of",rdaa:contributorOf,"Relates a person, family, or corporate body contributing to an expression to the expression.","Contributors include editors, translators, arrangers of music, performers, etc.",rdac:C10002,rdac:C10006,rdau:P60626,,rdae:P20053,1
,rdaa:P50162,property,currentOwnerOf,"is current owner of",rdaa:currentOwnerOf,"Relates a person, family, or corporate body currently having legal possession of an item to the item.",,rdac:C10002,rdac:C10003,rdau:P60628,rdaa:P50165,rdai:P40018,1
,rdaa:P50163,property,formerOwnerOf,"is former owner of",rdaa:formerOwnerOf,"Relates a person, family, or corporate body formerly having legal possession of an item to the item.",,rdac:C10002,rdac:C10003,rdau:P60630,rdaa:P50165,rdai:P40019,1
,rdaa:P50164,property,custodianOf,"is custodian of",rdaa:custodianOf,"Relates a person, family, or corporate body having legal custody of an item to the item.",,rdac:C10002,rdac:C10003,rdau:P60631,,rdai:P40020,1
,rdaa:P50165,property,ownerOf,"is owner of",rdaa:ownerOf,"Relates a person, family, or corporate body having legal possession of an item to the item.",,rdac:C10002,rdac:C10003,rdau:P60632,,rdai:P40021,1
,rdaa:P50166,property,honoureeOf,"is honouree of",rdaa:honoureeOf,"Relates a person, family, or corporate body honoured by a work (e.g., the honouree of a festschrift) to the work.",,rdac:C10002,rdac:C10001,rdau:P60634,rdaa:P50131,rdaw:P10049,1
,rdaa:P50167,property,honoureeOfItemOf,"is honouree (item) of",rdaa:honoureeOfItemOf,"Relates a person, family, or corporate body honoured by an item, e.g., a person to whom a copy is presented, to the item.",,rdac:C10002,rdac:C10003,rdau:P60634,rdaa:P50182,rdai:P40022,1
,rdaa:P50168,property,broadcasterOf,"is broadcaster of",rdaa:broadcasterOf,"Relates a person, family, or corporate body involved in broadcasting a manifestation to an audience via radio, television, webcast, etc to the manifestation.",,rdac:C10002,rdac:C10007,rdau:P60635,rdaa:P50203,rdam:P30067,1
,rdaa:P50169,property,filmDistributorOf,"is film distributor of",rdaa:filmDistributorOf,"Relates a person, family, or corporate body involved in distributing a moving image manifestation to theatres or other distribution channels to the manifestation.",,rdac:C10002,rdac:C10007,rdau:P60636,rdaa:P50199,rdam:P30068,1
,rdaa:P50170,property,bookDesignerOf,"is book designer of",rdaa:bookDesignerOf,"Relates a person, family, or corporate body involved in manufacturing a manifestation by being responsible for the entire graphic design of a book, including arrangement of type and illustration, choice of materials, and process used to the manifestation.",,rdac:C10002,rdac:C10007,rdau:P60637,rdaa:P50202,rdam:P30069,1
,rdaa:P50171,property,engraverOf,"is engraver of",rdaa:engraverOf,"Relates a person, family, or corporate body involved in manufacturing a manifestation by cutting letters, figures, etc., on a surface such as a wooden or metal plate used for printing to the manifestation.",,rdac:C10002,rdac:C10007,rdau:P60638,rdaa:P50202,rdam:P30070,1
,rdaa:P50172,property,brailleEmbosserOf,"is braille embosser of",rdaa:brailleEmbosserOf,"Relates a person, family, or corporate body involved in manufacturing a manifestation by embossing braille cells using a stylus, special embossing printer, or other device to the manifestation.",,rdac:C10002,rdac:C10007,rdau:P60639,rdaa:P50202,rdam:P30071,1
,rdaa:P50173,property,printmakerOf,"is printmaker of",rdaa:printmakerOf,"Relates a person, family, or corporate body involved in manufacturing a manifestation by making a relief, intaglio, or planographic printing surface to the manifestation.",,rdac:C10002,rdac:C10007,rdau:P60640,rdaa:P50202,rdam:P30072,1
,rdaa:P50174,property,casterOf,"is caster of",rdaa:casterOf,"Relates a person, family, or corporate body involved in manufacturing a manifestation by pouring a liquid or molten substance into a mold and leaving it to solidify to take the shape of the mold to the manifestation.",,rdac:C10002,rdac:C10007,rdau:P60641,rdaa:P50202,rdam:P30073,1
,rdaa:P50175,property,lithographerOf,"is lithographer of",rdaa:lithographerOf,"Relates a person, family, or corporate body involved in manufacturing a manifestation by preparing a stone or plate for lithographic printing, including a graphic artist creating a design directly on the surface from which printing will be done to the manifestation.",,rdac:C10002,rdac:C10007,rdau:P60642,rdaa:P50202,rdam:P30074,1
,rdaa:P50176,property,platemakerOf,"is platemaker of",rdaa:platemakerOf,"Relates a person, family, or corporate body involved in manufacturing a manifestation by preparing plates used in the production of printed images and/or text to the manifestation.",,rdac:C10002,rdac:C10007,rdau:P60643,rdaa:P50202,rdam:P30075,1
,rdaa:P50177,property,etcherOf,"is etcher of",rdaa:etcherOf,"Relates a person, family, or corporate body involved in manufacturing a manifestation by subjecting metal, glass, or some other surface used for printing, to acid or another corrosive substance to the manifestation.",,rdac:C10002,rdac:C10007,rdau:P60644,rdaa:P50202,rdam:P30076,1
,rdaa:P50178,property,collotyperOf,"is collotyper of",rdaa:collotyperOf,"Relates a person, family, or corporate body involved in manufacturing a manifestation of photographic prints from film or other colloid that has ink-receptive and ink-repellent surfaces to the manifestation.",,rdac:C10002,rdac:C10007,rdau:P60645,rdaa:P50202,rdam:P30077,1
,rdaa:P50179,property,printerOf,"is printer of",rdaa:printerOf,"Relates a person, family, or corporate body involved in manufacturing a manifestation of printed text, notated music, etc., from type or plates, such as a book, newspaper, magazine, broadside, score, etc. to the manifestation.",,rdac:C10002,rdac:C10007,rdau:P60646,rdaa:P50202,rdam:P30078,1
,rdaa:P50180,property,presenterOf,"is presenter of",rdaa:presenterOf,"Relates a person, family, or corporate body mentioned in an &quot;X presents&quot; credit for moving image materials and who is probably associated with production, finance, or distribution in some way to the expression.",,rdac:C10002,rdac:C10006,rdau:P60647,rdaa:P50161,rdae:P20054,1
,rdaa:P50181,property,otherPFCManifestationOf,"is other person, family, or corporate body associated with a manifestation of",rdaa:otherPFCManifestationOf,"Relates a person, family, or corporate body other than a producer, publisher, distributor or manufacturer associated with a manifestation to the manifestation.","Includes book designers, platemakers, etc.",rdac:C10002,rdac:C10007,rdau:P60602,,rdam:P30079,1
,rdaa:P50182,property,otherPFCItemOf,"is other person, family, or corporate body associated with an item of",rdaa:otherPFCItemOf,"Relates a person, family, or corporate body other than an owner or custodian associated with an item to the item.","Includes curators, binders, restorationists, etc.",rdac:C10002,rdac:C10003,rdau:P60602,,rdai:P40023,1
,rdaa:P50183,property,editorOfMovingImageWorkOf,"is editor of moving image work of",rdaa:editorOfMovingImageWorkOf,"Relates a person, family, or corporate body responsible for assembling, arranging, and trimming film, video, or other moving image formats, including both visual and audio aspects to the expression.",,rdac:C10002,rdac:C10006,rdau:P60651,rdaa:P50161,rdae:P20055,1
,rdaa:P50184,property,programmerOf,"is programmer of",rdaa:programmerOf,"Relates a person, family, or corporate body responsible for creating a computer program to the work.",,rdac:C10002,rdac:C10001,rdau:P60652,rdaa:P50204,rdaw:P10050,1
,rdaa:P50185,property,designerOf,"is designer of",rdaa:designerOf,"Relates a person, family, or corporate body responsible for creating a design for an object to the work.",,rdac:C10002,rdac:C10001,rdau:P60653,rdaa:P50204,rdaw:P10051,1
,rdaa:P50186,property,cartographerOf,"is cartographer of",rdaa:cartographerOf,"Relates a person, family, or corporate body responsible for creating a map, atlas, globe, or other cartographic work to the work.",,rdac:C10002,rdac:C10001,rdau:P60654,rdaa:P50204,rdaw:P10052,1
,rdaa:P50187,property,composerOf,"is composer of",rdaa:composerOf,"Relates a person, family, or corporate body responsible for creating a musical work to the work.",,rdac:C10002,rdac:C10001,rdau:P60655,rdaa:P50204,rdaw:P10053,1
,rdaa:P50188,property,inventorOf,"is inventor of",rdaa:inventorOf,"Relates a person, family, or corporate body responsible for creating a new device or process to the work.",,rdac:C10002,rdac:C10001,rdau:P60656,rdaa:P50204,rdaw:P10054,1
,rdaa:P50189,property,compilerOf,"is compiler of",rdaa:compilerOf,"Relates a person, family, or corporate body responsible for creating a new work (e.g., a bibliography, a directory) by selecting, arranging, aggregating, and editing data, information, etc. to the work.",,rdac:C10002,rdac:C10001,rdau:P60657,rdaa:P50204,rdaw:P10055,1
,rdaa:P50190,property,photographerOf,"is photographer of",rdaa:photographerOf,"Relates a person, family, or corporate body responsible for creating a photographic work to the work.",,rdac:C10002,rdac:C10001,rdau:P60658,rdaa:P50204,rdaw:P10056,1
,rdaa:P50191,property,interviewerOf,"is interviewer of",rdaa:interviewerOf,"Relates a person, family, or corporate body responsible for creating a work by acting as an interviewer, reporter, pollster, or some other information gathering agent to the work.",,rdac:C10002,rdac:C10001,rdau:P60659,rdaa:P50204,rdaw:P10057,1
,rdaa:P50192,property,artistOf,"is artist of",rdaa:artistOf,"Relates a person, family, or corporate body responsible for creating a work by conceiving, and often implementing, an original graphic design, drawing, painting, etc. to the work.",,rdac:C10002,rdac:C10001,rdau:P60660,rdaa:P50204,rdaw:P10058,1
,rdaa:P50193,property,intervieweeOf,"is interviewee of",rdaa:intervieweeOf,"Relates a person, family, or corporate body responsible for creating a work by responding to an interviewer, usually a reporter, pollster, or some other information gathering agent to the work.",,rdac:C10002,rdac:C10001,rdau:P60661,rdaa:P50204,rdaw:P10059,1
,rdaa:P50194,property,choreographerOf,"is choreographer of",rdaa:choreographerOf,"Relates a person, family, or corporate body responsible for creating a work of movement to the work.",,rdac:C10002,rdac:C10001,rdau:P60662,rdaa:P50204,rdaw:P10060,1
,rdaa:P50195,property,authorOf,"is author of",rdaa:authorOf,"Relates a person, family, or corporate body responsible for creating a work that is primarily textual in content, regardless of media  type (e.g., printed text, spoken word, electronic text, tactile text) or genre (e.g., poems, novels, screenplays, blogs) to the work.",,rdac:C10002,rdac:C10001,rdau:P60663,rdaa:P50204,rdaw:P10061,1
,rdaa:P50196,property,architectOf,"is architect of",rdaa:architectOf,"Relates a person, family, or corporate body responsible for creating an architectural design, including a pictorial representation intended to show how a building, etc. to the work.",,rdac:C10002,rdac:C10001,rdau:P60664,rdaa:P50204,rdaw:P10062,1
,rdaa:P50197,property,filmmakerOf,"is filmmaker of",rdaa:filmmakerOf,"Relates a person, family, or corporate body responsible for creating an independent or personal film to the work.","A filmmaker is individually responsible for the conception and execution of all aspects of the film.",rdac:C10002,rdac:C10001,rdau:P60665,rdaa:P50204,rdaw:P10063,1
,rdaa:P50198,property,productionDesignerOf,"is production designer of",rdaa:productionDesignerOf,"Relates a person, family, or corporate body responsible for designing the overall visual appearance of a moving image production to the expression.",,rdac:C10002,rdac:C10006,rdau:P60666,rdaa:P50161,rdae:P20056,1
,rdaa:P50199,property,distributorOf,"is distributor of",rdaa:distributorOf,"Relates a person, family, or corporate body responsible for distributing a resource to the manifestation.",,rdac:C10002,rdac:C10007,rdau:P60667,,rdam:P30080,1
,rdaa:P50200,property,producerOfAnUnpublishedResourceOf,"is producer of an unpublished resource of",rdaa:producerOfAnUnpublishedResourceOf,"Relates a person, family, or corporate body responsible for inscribing, fabricating, constructing, etc to the manifestation.",,rdac:C10002,rdac:C10007,rdau:P60817,,rdam:P30081,1
,rdaa:P50201,property,producerOf,"is producer of",rdaa:producerOf,"Relates a person, family, or corporate body responsible for most of the business aspects of a production for screen, sound recording, television, webcast, etc to the work.","The producer is generally responsible for fund raising, managing the production, hiring key personnel, arranging for distributors, etc.",rdac:C10002,rdac:C10001,rdau:P60668,rdaa:P50131,rdaw:P10064,1
,rdaa:P50202,property,manufacturerOf,"is manufacturer of",rdaa:manufacturerOf,"Relates a person, family, or corporate body responsible for printing, duplicating, casting, etc to the manifestation.",,rdac:C10002,rdac:C10007,rdau:P60669,,rdam:P30082,1
,rdaa:P50203,property,publisherOf,"is publisher of",rdaa:publisherOf,"Relates a person, family, or corporate body responsible for publishing, releasing, or issuing a resource to the manifestation.",,rdac:C10002,rdac:C10007,rdau:P60670,,rdam:P30083,1
,rdaa:P50204,property,creatorOf,"is creator of",rdaa:creatorOf,"Relates a person, family, or corporate body responsible for the creation of a work to the work.",,rdac:C10002,rdac:C10001,rdau:P60672,,rdaw:P10065,1
,rdaa:P50205,property,directorOf,"is director of",rdaa:directorOf,"Relates a person, family, or corporate body responsible for the general management and supervision of a filmed performance, a radio or television program, etc. to the work.",,rdac:C10002,rdac:C10001,rdau:P60673,rdaa:P50131,rdaw:P10066,1
,rdaa:P50206,property,restorationistOf,"is restorationist of",rdaa:restorationistOf,"Relates a person, family, or corporate body responsible for the set of technical, editorial, and intellectual procedures aimed at compensating for the degradation of an item by bringing it back to a state as close as possible to its original condition to the item.",,rdac:C10002,rdac:C10003,rdau:P60674,rdaa:P50182,rdai:P40024,1
,rdaa:P50207,property,directorOfPhotographyOf,"is director of photography of",rdaa:directorOfPhotographyOf,"Relates a person, family, or corporate body that captures images, either electronically or on film or video stock, and often selects and arranges the lighting to the work.","The director of photography for a movie is also called the chief cinematographer.",rdac:C10002,rdac:C10001,rdau:P60678,rdaa:P50131,rdaw:P10068,1
,rdaa:P50208,property,dedicateeOf,"is dedicatee of",rdaa:dedicateeOf,"Relates a person, family, or corporate body to whom a work is dedicated to the work.",,rdac:C10002,rdac:C10001,rdau:P60689,rdaa:P50131,rdaw:P10069,1
,rdaa:P50209,property,addresseeOf,"is addressee of",rdaa:addresseeOf,"Relates a person, family, or corporate body to whom a work or part of a work is addressed to the work.",,rdac:C10002,rdac:C10001,rdau:P60690,rdaa:P50131,rdaw:P10070,1
,rdaa:P50210,property,dedicateeOfItemOf,"is dedicatee (item) of",rdaa:dedicateeOfItemOf,"Relates a person, family, or corporate body to whom an item is dedicated to the item.",,rdac:C10002,rdac:C10003,rdau:P60689,rdaa:P50182,rdai:P40025,1
,rdaa:P50211,property,consultantOf,"is consultant of",rdaa:consultantOf,"Relates a person, family, or corporate body who provides consultation services, and often makes recommendations, for another person, family or corporate body that is represented as the creator of a work to the work.",,rdac:C10002,rdac:C10001,rdau:P60701,rdaa:P50131,rdaw:P10071,1
,rdaa:P50212,property,minuteTakerOf,"is minute taker of",rdaa:minuteTakerOf,"Relates a person, family, or corporate body, responsible for recording the minutes of a meeting to the expression.",,rdac:C10002,rdac:C10006,rdau:P60671,rdaa:P50161,rdae:P20058,1
,rdaa:P50213,property,filmProducerOf,"is film producer of",rdaa:filmProducerOf,"Relates a producer responsible for most of the business aspects of a film to the work.",,rdac:C10002,rdac:C10001,rdau:P60033,rdaa:P50201,rdaw:P10073,1
,rdaa:P50214,property,radioProducerOf,"is radio producer of",rdaa:radioProducerOf,"Relates a producer responsible for most of the business aspects of a radio program to the work.",,rdac:C10002,rdac:C10001,rdau:P60034,rdaa:P50201,rdaw:P10074,1
,rdaa:P50215,property,televisionProducerOf,"is television producer of",rdaa:televisionProducerOf,"Relates a producer responsible for most of the business aspects of a television program to the work.",,rdac:C10002,rdac:C10001,rdau:P60035,rdaa:P50201,rdaw:P10075,1
,rdaa:P50216,property,writerOfAddedLyricsOf,"is writer of added lyrics of",rdaa:writerOfAddedLyricsOf,"Relates a writer of words added to an expression of a musical work to the expression.",,rdac:C10002,rdac:C10006,rdau:P60600,rdaa:P50138,rdae:P20068,1
