reg_id,uri,type,name (en),label (en),lexicalAlias (en),description (en),note (en),domain,range,hasUnconstrained,parent_property,inverseOf,status
,rdae:P20228,property,scale,has scale,rdae:scale,Relates an expression to the ratio of the dimensions of an image or three-dimensional form contained or embodied in a resource to the dimensions of the thing it represents.,"Scale can apply to horizontal, vertical, angular, and/or other measurements represented in the resource.",rdac:C10006,,rdau:P60565,,,1
,rdae:P20229,property,aspectRatio,has aspect ratio,rdae:aspectRatio,Relates an expression to the ratio of the width to the height of a moving image.,,rdac:C10006,,rdau:P60566,,,1
,rdae:P20230,property,verticalScaleOfCartographicContent,has vertical scale of cartographic content,rdae:verticalScaleOfCartographicContent,Relates an expression to the scale of elevation or vertical dimension of the cartographic content of a resource.,,rdac:C10006,,rdau:P60579,rdae:P20228,,1
,rdae:P20231,property,workExpressed,has work expressed,rdae:workExpressed,Relates an expression to the work realized through an expression.,,rdac:C10006,rdac:C10001,,,rdaw:P10078,1
,rdae:P20232,property,accompanyingExpressionRelationship,has accompanying expression relationship with,rdae:accompanyingExpressionRelationship,"Relates an expression to an expression of a work that is an augmentation of, or is augmented by, or is complemented by the expression.",,rdac:C10006,rdac:C10006,rdau:P60709,rdae:P20205,rdae:P20232,1
,rdae:P20233,property,derivativeExpressionRelationship,has derivative expression relationship with,rdae:derivativeExpressionRelationship,Relates an expression to an expression of a work that is based on or is a derivative of the expression.,,rdac:C10006,rdac:C10006,rdau:P60710,rdae:P20205,rdae:P20233,1
,rdae:P20234,property,,,,,,,,,,,1
,rdae:P20235,property,sequentialExpressionRelationship,has sequential expression relationship with,rdae:sequentialExpressionRelationship,Relates an expression to an expression of a work that is preceded by or succeeded by the expression.,,rdac:C10006,rdac:C10006,rdau:P60713,rdae:P20205,,1
,rdae:P20236,property,wholePartExpressionRelationship,has whole-part expression relationship with,rdae:wholePartExpressionRelationship,Relates an expression to an expression that is contained in or contains the expression.,,rdac:C10006,rdac:C10006,rdau:P60714,rdae:P20205,,1
,rdae:P20237,property,writerOfAfterword,has writer of afterword,rdae:writerOfAfterword,"Relates an expression to a person, family, or corporate body contributing to an expression of a work by providing an afterword to the original work.",,rdac:C10006,rdac:C10002,rdau:P60715,rdae:P20046,rdaa:P50227,1
,rdae:P20238,property,writerOfPostface,has writer of postface,rdae:writerOfPostface,"Relates an expression to a person, family, or corporate body contributing to an expression of a work by providing a postface to the original work.",,rdac:C10006,rdac:C10002,rdau:P60716,rdae:P20046,rdaa:P50228,1
,rdae:P20239,property,musicalTheatreAdaptationOfExpression,is musical theatre adaptation of (expression),rdae:musicalTheatreAdaptationOfExpression,Relates an expression to an expression of a work that has been adapted as a musical theatre work.,,rdac:C10006,rdac:C10006,rdau:P60719,rdae:P20152,rdae:P20241,1
,rdae:P20240,property,operaAdaptationOfExpression,is opera adaptation of (expression),rdae:operaAdaptationOfExpression,Relates an expression to an expression of a work that has been adapted as an opera.,,rdac:C10006,rdac:C10006,rdau:P60720,rdae:P20152,rdae:P20242,1
,rdae:P20241,property,adaptedAsMusicalTheatreExpression,is adapted as musical theatre (expression) ,rdae:adaptedAsMusicalTheatreExpression,Relates an expression to an expression of a musical theatre work based on the source expression.,,rdac:C10006,rdac:C10006,rdau:P60721,rdae:P20153,rdae:P20239,1
,rdae:P20242,property,adaptedAsOperaExpression,is adapted as opera (expression) ,rdae:adaptedAsOperaExpression,Relates an expression to an expression of an opera based on the source expression.,,rdac:C10006,rdac:C10006,rdau:P60722,rdae:P20153,rdae:P20240,1
,rdae:P20243,property,musicExpression,is music (expression),rdae:musicExpression,"Relates an expression to an expression of a musical work that is used in a motion picture, play, television program, etc.",,rdac:C10006,rdac:C10006,rdau:P60723,rdae:P20100,rdae:P20244,1
,rdae:P20244,property,musicForExpression,is music for (expression),rdae:musicForExpression,"Relates an expression to an expression of a work such as a motion picture, play, television program, etc. that uses the musical work.",,rdac:C10006,rdac:C10006,rdau:P60724,rdae:P20100,rdae:P20243,1
,rdae:P20245,property,videoMusicExpression ,is video music (expression) ,rdae:videoMusicExpression ,Relates an expression to an expression of a musical work that is used in a video.,,rdac:C10006,rdac:C10006,rdau:P60725,rdae:P20243,rdae:P20246,1
,rdae:P20246,property,musicForVideoExpression,is music for video (expression),rdae:musicForVideoExpression,Relates an expression to an expression of a work that uses the musical work in a video. ,,rdac:C10006,rdac:C10006,rdau:P60726,rdae:P20244,rdae:P20245,1
,rdae:P20247,property,televisionProgramMusicExpression,is television program music (expression),rdae:televisionProgramMusicExpression,Relates an expression to an expression of a musical work that is used in a television program. ,,rdac:C10006,rdac:C10006,rdau:P60727,rdae:P20243,rdae:P20248,1
,rdae:P20248,property,musicForTelevisionProgramExpression,is music for television program (expression),rdae:musicForTelevisionProgramExpression,Relates an expression to an expression of a work that uses the musical work in a television program.,,rdac:C10006,rdac:C10006,rdau:P60728,rdae:P20244,rdae:P20247,1
,rdae:P20249,property,radioProgramMusicExpression,is radio program music (expression),rdae:radioProgramMusicExpression,Relates an expression to an expression of a musical work that is used in a radio program.,,rdac:C10006,rdac:C10006,rdau:P60729,rdae:P20243,rdae:P20250,1
,rdae:P20250,property,musicForRadioProgramExpression,is music for radio program (expression),rdae:musicForRadioProgramExpression,Relates an expression to an expression of a work that uses the musical work in a radio program.,,rdac:C10006,rdac:C10006,rdau:P60730,rdae:P20244,rdae:P20249,1
,rdae:P20251,property,motionPictureMusicExpression,is motion picture music (expression),rdae:motionPictureMusicExpression,Relates an expression to an expression of a musical work that is used in a motion picture.,,rdac:C10006,rdac:C10006,rdau:P60731,rdae:P20243,rdae:P20252,1
,rdae:P20252,property,musicForMotionPictureExpression,is music for motion picture (expression),rdae:musicForMotionPictureExpression,Relates an expression to an expression of a work that uses the musical work in a motion picture.,,rdac:C10006,rdac:C10006,rdau:P60732,rdae:P20244,rdae:P20251,1
,rdae:P20253,property,choreographyExpression,is choreography (expression),rdae:choreographyExpression,Relates an expression to an expression of a work that provides the choreography for use in the related expression.,,rdac:C10006,rdac:C10006,rdau:P60740,rdae:P20100,rdae:P20254,1
,rdae:P20254,property,choreographyForExpression,is choreography for (expression),rdae:choreographyForExpression,Relates an expression to an expression of a work that uses the choreography of the related expression. ,,rdac:C10006,rdac:C10006,rdau:P60741,rdae:P20100,rdae:P20253,1
,rdae:P20255,property,adaptedAsGraphicNovelExpression,is adapted as graphic novel (expression),rdae:adaptedAsGraphicNovelExpression,Relates an expression to a graphic novel based on the source expression.,,rdac:C10006,rdac:C10006,rdau:P60742,rdae:P20153,rdae:P20256,1
,rdae:P20256,property,graphicNovelizationOfExpression,is graphic novelization of (expression),rdae:graphicNovelizationOfExpression,Relates an expression to an expression of a work that has been adapated as a graphic novel.,,rdac:C10006,rdac:C10006,rdau:P60743,rdae:P20152,rdae:P20255,1
,rdae:P20257,property,visualEffectsProvider,has visual effects provider,rdae:visualEffectsProvider,"Relates an expression to a person, family, or corporate body contributing to an expression of a moving image work by designing and creating post-production visual effects.",,rdac:C10006,rdac:C10002,rdau:P60748,rdae:P20053,rdaa:P50243,1
,rdae:P20258,property,specialEffectsProvider,has special effects provider,rdae:specialEffectsProvider,"Relates an expression to a person, family, or corporate body contributing to an expression of a moving image or audio work by designing and creating on-set special effects (on-set mechanical effects and in-camera optical effects).",,rdac:C10006,rdac:C10002,rdau:P60749,rdae:P20053,rdaa:P50244,1
,rdae:P20259,property,letterer,has letterer,rdae:letterer,"Relates an expression to an illustrator contributing to an expression of a comic book, graphic novel, etc., by drawing the text and graphic sound effects.",,rdac:C10006,rdac:C10002,rdau:P60750,rdae:P20051,rdaa:P50245,1
,rdae:P20260,property,detailsOfAspectRatio,has details of aspect ratio,rdae:detailsOfAspectRatio,Relates an expression to details of the ratio of the width to the height of a moving image.,,rdac:C10006,,rdau:P60760,,,1
,rdae:P20261,property,detailsOfColourContent,has details of colour content,rdae:detailsOfColourContent,"Relates an expression to details of the presence of colour, tone, etc., in the content of a resource, and the specific colours, tones, etc., (including black and white) present.",,rdac:C10006,,rdau:P60761,,,1
,rdae:P20262,property,detailsOfFormOfMusicalNotation,has details of form of musical notation,rdae:detailsOfFormOfMusicalNotation,Relates an expression to details of the set of characters and/or symbols used to express the musical content of a resource.,,rdac:C10006,,rdau:P60762,,,1
,rdae:P20263,property,detailsOfFormOfNotatedMovement,has details of form of notated movement,rdae:detailsOfFormOfNotatedMovement,Relates an expression to details of the set of characters and/or symbols used to express the movement content of a resource.,,rdac:C10006,,rdau:P60763,,,1
,rdae:P20264,property,detailsOfFormatOfNotatedMusic,has details of format of notated music,rdae:detailsOfFormatOfNotatedMusic,Relates an expression to details of the musical or physical layout of the content of a resource that is presented in the form of musical notation.,,rdac:C10006,,rdau:P60764,,,1
,rdae:P20265,property,detailsOfFormOfTactileNotation,has details of form of tactile notation,rdae:detailsOfFormOfTactileNotation,Relates an expression to details of the set of characters and/or symbols used to express the content of a resource in a form that can be perceived through touch.,,rdac:C10006,,rdau:P60765,,,1
,rdae:P20266,property,detailsOfScript,has details of script,rdae:detailsOfScript,Relates an expression to details of the set of characters and/or symbols used to express the written language content of a resource.,,rdac:C10006,,rdau:P60766,,,1
,rdae:P20267,property,detailsOfIllustrativeContent,has details of illustrative content,rdae:detailsOfIllustrativeContent,Relates an expression to details of content intended to illustrate the primary content of a resource.,,rdac:C10006,,rdau:P60804,,,1
,rdae:P20268,property,subjectOfExpression,is subject of (expression),rdae:subjectOfExpression,Relates an expression to a work that is about the expression.,,rdac:C10006,rdac:C10001,rdau:P60806,rdaw:P10283,rdaw:P10258,1
,rdae:P20269,property,describedInExpression,is described in (expression),rdae:describedInExpression,Relates an expression to a work that describes a described expression. ,,rdac:C10006,rdac:C10001,rdau:P60215,rdae:P20268,rdaw:P10277,1
,rdae:P20270,property,analysedInExpression,is analysed in (expression),rdae:analysedInExpression,Relates a expression to a work that examines the source expression to identify its components and their relations.,,rdac:C10006,rdac:C10001,rdau:P60219,rdae:P20269,rdaw:P10278,1
,rdae:P20271,property,commentaryInexpression,is commentary in (expression),rdae:commentaryInexpression,Relates a expression to a work that contains a set of explanatory or critical notes on the described expression. ,,rdac:C10006,rdac:C10001,rdau:P60213,rdae:P20269,rdaw:P10282,1
,rdae:P20272,property,critiqued in (expression),is critiqued in (expression),rdae:critiquedInexpression,Relates a expression to a work that contains a critical evaluation of the described expression.,,rdac:C10006,rdac:C10001,rdau:P60212,rdae:P20269,rdaw:P10281,1
,rdae:P20273,property,evaluatedInexpression,is evaluated in (expression),rdae:evaluatedInexpression,Relates a expression to a work that examines or judges the described expression.,,rdac:C10006,rdac:C10001,rdau:P60218,rdae:P20269,rdaw:P10279,1
,rdae:P20274,property,reviewedInexpression,is reviewed in (expression),rdae:reviewedInexpression,Relates a expression to a work that contains a brief evaluation of the described expression.,,rdac:C10006,rdac:C10001,rdau:P60211,rdae:P20269,rdaw:P10280,1
,rdae:P20275,property,writerOfForeword,has writer of foreword,rdae:writerOfForeword,"Relates an expression to a person, family, or corporate body contributing to an expression of a work by providing a foreword to the original work.",,rdac:C10006,rdac:C10002,rdau:P60809,rdae:P20046,rdaa:P50254,1
,rdae:P20276,property,soundDesigner,has sound designer,rdae:soundDesigner,"Relates an expression to a person, family or corporate body contributing to an expression of a work by designing and creating audio/sound components.",,rdac:C10006,rdac:C10002,rdau:P60811,rdae:P20053,rdaa:P50255,1
,rdae:P20277,property,lightingDesigner,has lighting designer,rdae:lightingDesigner,"Relates an expression to a person, family or corporate body contributing to an expression of a work by designing and creating lighting components.",,rdac:C10006,rdac:C10002,rdau:P60813,rdae:P20053,rdaa:P50256,1
