reg_id,*label_en,lexicalAlias_en,description[0]_en,note[0]_en,altLabel[0]_en,altLabel[1]_en,ToolkitLabel_en,ToolkitDefinition_en,*uri,*type,*name,domain,range,hasUnconstrained,subPropertyOf[0],subPropertyOf[1],inverseOf,sameAs[0],*status,instructionNumber,"has element type","See Also[0]"
15471,"is split from work",rdaw:splitFromWork.en,"Relates a work to a work that is a diachronic work that is completed whose partial content is continued by another diachronic work.","This element applies in general to a successive work.","continuation in part of work",,"split from work","A work that is a diachronic work that is completed whose partial content is continued by another diachronic work.",rdaw:P10168,property,splitFromWork,rdac:C10001,,rdau:P60276,rdaw:P10156,,,,Published,24.5,2,
15472,"is separated from work",rdaw:separatedFromWork.en,"Relates a work to a work that is a diachronic work that is continuing whose partial content is continued by another diachronic work.","This element applies in general to a successive work.",,,"separated from work","A work that is a diachronic work that is continuing whose partial content is continued by another diachronic work.",rdaw:P10169,property,separatedFromWork,rdac:C10001,,rdau:P60277,rdaw:P10156,,,,Published,24.5,2,
15473,"is succeeded by work",rdaw:succeededByWork.en,"Relates a work to a work whose chronological coverage is after that of another work.",,,,"succeeded by work","A work whose chronological coverage is after that of another work.",rdaw:P10170,property,succeededByWork,rdac:C10001,,rdau:P60278,rdaw:P10344,,,,Published,24.5,2,
15474,"is digested as work",rdaw:digestedAsWork.en,"Relates a work to a work that systematically and comprehensively condenses a related work.",,,,"digested as work","A work that systematically and comprehensively condenses a related work.",rdaw:P10171,property,digestedAsWork,rdac:C10001,,rdau:P60279,rdaw:P10148,,,,Published,24.5,2,
15475,"has supplement work",rdaw:supplementWork.en,"Relates a work to a work that updates or otherwise complements a predominant work.",,,,"supplement work","A work that updates or otherwise complements a predominant work.",rdaw:P10172,property,supplementWork,rdac:C10001,,rdau:P60281,rdaw:P10108,,,,Published,24.5,2,
15476,"is screenplay for motion picture work",rdaw:screenplayForMotionPictureWork.en,"Relates a work to a work that is a motion picture that is complemented by a textual work.",,,,"screenplay for motion picture work","A work that is a motion picture that is complemented by a textual work.",rdaw:P10173,property,screenplayForMotionPictureWork,rdac:C10001,,rdau:P60282,rdaw:P10105,,,,Published,24.5,2,
15477,"is screenplay for television program work",rdaw:screenplayForTelevisionProgramWork.en,"Relates a work to a work that is a television program that is complemented by a textual work.",,,,"screenplay for television program work","A work that is a television program that is complemented by a textual work.",rdaw:P10174,property,screenplayForTelevisionProgramWork,rdac:C10001,,rdau:P60283,rdaw:P10105,,,,Published,24.5,2,
15478,"is screenplay for video work",rdaw:screenplayForVideoWork.en,"Relates a work to a work that is a video that is complemented by a textual work.",,,,"screenplay for video work","A work that is a video that is complemented by a textual work.",rdaw:P10175,property,screenplayForVideoWork,rdac:C10001,,rdau:P60284,rdaw:P10105,,,,Published,24.5,2,
15479,"is script for radio program work",rdaw:scriptForRadioProgramWork.en,"Relates a work to a work that is a radio program that is complemented by a textual work.",,,,"script for radio program work","A work that is a radio program that is complemented by a textual work.",rdaw:P10176,property,scriptForRadioProgramWork,rdac:C10001,,rdau:P60285,rdaw:P10372,,,,Published,24.5,2,
15480,"is addenda to work",rdaw:addendaToWork.en,"Relates a work to a work whose content is completed with brief content from a related work.",,,,"addenda to work","A work whose content is completed with brief content from a related work.",rdaw:P10177,property,addendaToWork,rdac:C10001,,rdau:P60286,rdaw:P10192,,,,Published,24.5,2,
15481,"is review of work",rdaw:reviewOfWork.en,"Relates a work to a work used as a basis for a brief evaluation.",,,,"review of work","A work used as a basis for a brief evaluation.",rdaw:P10178,property,reviewOfWork,rdac:C10001,,rdau:P60288,rdaw:P10100,,,,Published,23.5,2,
15482,"is summary of work",rdaw:summaryOfWork.en,"Relates a work to a work used as a basis for a brief recapitulation of its content.",,,,"summary of work","A work used as a basis for a brief recapitulation of its content.",rdaw:P10179,property,summaryOfWork,rdac:C10001,,rdau:P60289,rdaw:P10190,,,,Published,24.5,2,
15483,"is catalogue of work",rdaw:catalogueOfWork.en,"Relates a work to a work used as a basis for a complete enumeration of items arranged systematically.",,,,"catalogue of work","A work used as a basis for a complete enumeration of items arranged systematically.",rdaw:P10180,property,catalogueOfWork,rdac:C10001,,rdau:P60290,rdaw:P10192,,,,Published,24.5,2,
15484,"is concordance to work",rdaw:concordanceToWork.en,"Relates a work to a work used as a basis for an index of all the words in the work.",,,,"concordance to work","A work used as a basis for an index of all the words in the work.",rdaw:P10181,property,concordanceToWork,rdac:C10001,,rdau:P60291,rdaw:P10192,,,,Published,24.5,2,
15485,"is critique of work",rdaw:critiqueOfWork.en,"Relates a work to a work used as a basis for a critical evaluation.",,,,"critique of work","A work used as a basis for a critical evaluation.",rdaw:P10182,property,critiqueOfWork,rdac:C10001,,rdau:P60292,rdaw:P10100,,,,Published,23.5,2,
15486,"is choreographic adaptation of work",rdaw:choreographicAdaptationOfWork.en,"Relates a work to a work that is adapted as a choreographic work.",,,,"choreographic adaptation of work","A work that is adapted as a choreographic work.",rdaw:P10183,property,choreographicAdaptationOfWork,rdac:C10001,,rdau:P60293,rdaw:P10142,,,,Published,24.5,2,
15487,"is expanded version of work",rdaw:expandedVersionOfWork.en,"Relates a work to a work used as a basis for a derivative work that enlarges upon the content of a source work.",,,,"expanded version of work","A work used as a basis for a derivative work that enlarges upon the content of a source work.",rdaw:P10184,property,expandedVersionOfWork,rdac:C10001,,rdau:P60294,rdaw:P10190,,,,Published,24.5,2,
15488,"is remake of work",rdaw:remakeOfWork.en,"Relates a work to a work used as a basis for a new motion picture, radio program, television program, or video.",,,,"remake of work","A work used as a basis for a new motion picture, radio program, television program, or video.",rdaw:P10185,property,remakeOfWork,rdac:C10001,,rdau:P60295,rdaw:P10341,,,,Published,24.5,2,
15489,"is paraphrase of work",rdaw:paraphraseOfWork.en,"Relates a work to a work used as a basis for a restating of the content of a source work in a different form.",,,,"paraphrase of work","A work used as a basis for a restating of the content of a source work in a different form.",rdaw:P10186,property,paraphraseOfWork,rdac:C10001,,rdau:P60296,rdaw:P10341,,,,Published,24.5,2,
15490,"is commentary on work",rdaw:commentaryOnWork.en,"Relates a work to a work used as a basis for a set of explanatory or critical notes.",,,,"commentary on work","A work used as a basis for a set of explanatory or critical notes.",rdaw:P10187,property,commentaryOnWork,rdac:C10001,,rdau:P60298,rdaw:P10100,,,,Published,23.5,2,
15491,"is index to work",rdaw:indexToWork.en,"Relates a work to a work used as a basis for an index, i.e., a systematic, alphabetical guide to the contents of a predominant work, usually keyed to page numbers or other reference codes.",,,,"index to work","A work used as a basis for an index, i.e., a systematic, alphabetical guide to the contents of a predominant work, usually keyed to page numbers or other reference codes.",rdaw:P10188,property,indexToWork,rdac:C10001,,rdau:P60302,rdaw:P10192,,,,Published,24.5,2,
15492,"is libretto based on work",rdaw:librettoBasedOnWork.en,"Relates a work to a musical or choreographic work such as an opera, a ballet, or other work for the musical stage, or an oratorio",,,,"libretto based on work","A work that provides text for a musical or choreographic work such as an opera, a ballet, or other work for the musical stage, or an oratorio.",rdaw:P10189,property,librettoBasedOnWork,rdac:C10001,,rdau:P60304,rdaw:P10142,,,,Published,24.5,2,
15493,"is based on work",rdaw:basedOnWork.en,"Relates a work to a work used as a source for a derivative work.",,,,"based on work","A work used as a source for a derivative work.",rdaw:P10190,property,basedOnWork,rdac:C10001,,rdau:P60305,rdaw:P10343,,,,Published,24.5,2,
15494,"is continued by work",rdaw:continuedByWork.en,"Relates a work to a work that is a diachronic work that continues the content of another diachronic work that is completed.","This element applies in general to a successive work.",,,"continued by work","A work that is a diachronic work that continues the content of another diachronic work that is completed.",rdaw:P10191,property,continuedByWork,rdac:C10001,,rdau:P60306,rdaw:P10170,,,,Published,24.5,2,
15495,"is augmentation of work",rdaw:augmentationOfWork.en,"Relates a work to a work whose content is added to by a related work.",,,,"augmentation of work","A work whose content is added to by a related work.",rdaw:P10192,property,augmentationOfWork,rdac:C10001,,rdau:P60307,rdaw:P10198,,,,Published,24.5,2,
15496,"is abstracts for work",rdaw:abstractsForWork.en,"Relates a work to a work that is abstracted by another work.",,,,"abstracts for work","A work that is abstracted by another work.",rdaw:P10193,property,abstractsForWork,rdac:C10001,,rdau:P60308,rdaw:P10190,,,,Published,24.5,2,
15497,"is indexing for work",rdaw:indexingForWork.en,"Relates a work to a work whose contents have been indexed by a related work.",,,,"indexing for work","A work whose contents have been indexed by a related work.",rdaw:P10194,property,indexingForWork,rdac:C10001,,rdau:P60309,rdaw:P10190,,,,Published,24.5,2,
15499,"is imitation of work",rdaw:imitationOfWork.en,"Relates a work to a work whose style or content is copied in a derivative work.",,,,"imitation of work","A work whose style or content is copied in a derivative work.",rdaw:P10196,property,imitationOfWork,rdac:C10001,,rdau:P60311,rdaw:P10341,,,,Published,24.5,2,
15500,"is parody of work",rdaw:parodyOfWork.en,"Relates a work to a work whose style or content is imitated for comic effect.",,,,"parody of work","A work whose style or content is imitated for comic effect.",rdaw:P10197,property,parodyOfWork,rdac:C10001,,rdau:P60312,rdaw:P10196,,,,Published,24.5,2,
15501,"has related work of work",rdaw:relatedWorkOfWork.en,"Relates a work to a work that is associated with a work.",,,,"related work of work","A work that is associated with a work.",rdaw:P10198,property,relatedWorkOfWork,rdac:C10001,,rdau:P60313,rdaw:P10307,rdax:P00002,,,Published,,1,
15502,"has epoch",rdaw:epoch.en,"Relates a work to a timespan to which measurements of position for a body or orientation for an orbit are referred.",,,,epoch,"A timespan to which measurements of position for a body or orientation for an orbit are referred.",rdaw:P10199,property,epoch,rdac:C10001,,rdau:P60472,rdaw:P10317,,,,Published,7.6,2,
15503,"has landscape architect agent",rdaw:landscapeArchitectAgent.en,"Relates a work to an agent who is an architect who is responsible for creating landscape works.",,"landscape architect",,"landscape architect agent","An agent who is an architect who is responsible for creating landscape works.",rdaw:P10200,property,landscapeArchitectAgent,rdac:C10001,,rdau:P60473,rdaw:P10062,,,,Published,18.5,2,
15504,"is finding aid for work",rdaw:findingAidForWork.en,"Relates a work to a work that is an archival collection described by a guide to the organization, arrangement, and contents.",,,,"finding aid for work","A work that is an archival collection described by a guide to the organization, arrangement, and contents.",rdaw:P10201,property,findingAidForWork,rdac:C10001,,rdau:P60474,rdaw:P10192,,,,Published,24.5,2,
15505,"has sculptor agent",rdaw:sculptorAgent.en,"Relates a work to an agent who is an artist who is responsible for creating a three-dimensional work by modeling, carving, or similar technique.",,sculptor,,"sculptor agent","An agent who is an artist who is responsible for creating a three-dimensional work by modeling, carving, or similar technique.",rdaw:P10202,property,sculptorAgent,rdac:C10001,,rdau:P60475,rdaw:P10058,,,,Published,18.5,2,
15506,"has screenwriter agent",rdaw:screenwriterAgent.en,"Relates a work to an agent who is an author of a screenplay, script, or scene.",,screenwriter,,"screenwriter agent","An agent who is an author of a screenplay, script, or scene.",rdaw:P10203,property,screenwriterAgent,rdac:C10001,,rdau:P60476,rdaw:P10061,,,,Published,18.5,2,
15507,"has lyricist agent",rdaw:lyricistAgent.en,"Relates a work to an agent who is an author of the words of a popular song, including a song from a musical.","Authoring of only the dialogue from a musical is excluded.",lyricist,,"lyricist agent","An agent who is an author of the words of a popular song, including a song from a musical.",rdaw:P10204,property,lyricistAgent,rdac:C10001,,rdau:P60477,rdaw:P10061,,,,Published,18.5,2,rdaw:P10205
15508,"has librettist agent",rdaw:librettistAgent.en,"Relates a work to an agent who is an author of the words of a musical or choreographic work such as an opera, a ballet, or other work for the musical stage, or an oratorio.","Authoring of the words of only the songs from a musical is excluded.",librettist,,"librettist agent","An agent who is an author of the words of a musical or choreographic work such as an opera, a ballet, or other work for the musical stage, or an oratorio.",rdaw:P10205,property,librettistAgent,rdac:C10001,,rdau:P60478,rdaw:P10061,,,,Published,18.5,2,rdaw:P10204
15509,"is replacement in part of work",rdaw:replacementInPartOfWork.en,"Relates a work to a work whose content is partially superseded and rendered obsolete by the content of another work.","This element applies in general to a static work or an integrating work.",,,"replacement in part of work","A work whose content is partially superseded and rendered obsolete by the content of another work.",rdaw:P10206,property,replacementInPartOfWork,rdac:C10001,,rdau:P60479,rdaw:P10156,,,,Published,24.5,2,
15510,"is replacement of work",rdaw:replacementOfWork.en,"Relates a work to a work whose content is superseded and rendered obsolete by the content of another work.","This element applies in general to a static work or an integrating work.",,,"replacement of work","A work whose content is superseded and rendered obsolete by the content of another work.",rdaw:P10207,property,replacementOfWork,rdac:C10001,,rdau:P60480,rdaw:P10156,,,,Published,24.5,2,
15512,"has dissertation or thesis information",rdaw:dissertationOrThesisInformation.en,"Relates a work to a statement that identifies an academic institution, degree, or year for which a work was presented.",,,,"dissertation or thesis information","A statement that identifies an academic institution, degree, or year for which a work was presented.",rdaw:P10209,property,dissertationOrThesisInformation,rdac:C10001,,rdau:P60489,,,,,Published,7.9,6,
15513,"has history of work",rdaw:historyOfWork.en,"Relates a work to a summary of information about the history of a work.",,,,"history of work","A summary of information about the history of a work.",rdaw:P10210,property,historyOfWork,rdac:C10001,,rdau:P60491,,,,,Published,6.7,6,
15514,"is split into work",rdaw:splitIntoWork.en,"Relates a work to a work that is a diachronic work that continues the partial content of another diachronic work that is completed.","This element applies in general to a successive work.",,,"split into work","A work that is a diachronic work that continues the partial content of another diachronic work that is completed.",rdaw:P10211,property,splitIntoWork,rdac:C10001,,rdau:P60503,rdaw:P10170,,,,Published,24.5,2,
15515,"is merged to form work",rdaw:mergedToFormWork.en,"Relates a work to a work formed from the coming together of two or more works.",,,,"merged to form work","A work formed from the coming together of two or more works.",rdaw:P10212,property,mergedToFormWork,rdac:C10001,,rdau:P60504,rdaw:P10170,,,,Published,24.5,2,
15516,"is merger of work",rdaw:mergerOfWork.en,"Relates a work to a work that came together with one or more other works to form a new work.",,,,"merger of work","A work that came together with one or more other works to form a new work.",rdaw:P10213,property,mergerOfWork,rdac:C10001,,rdau:P60505,rdaw:P10156,,,,Published,24.5,2,
15517,"has equinox",rdaw:equinox.en,"Relates a work to a timespan that is a point of intersection of the ecliptic and the celestial equator, occupied by the sun when its declination is 0°.",,,,equinox,"A timespan that is a point of intersection of the ecliptic and the celestial equator, occupied by the sun when its declination is 0°.",rdaw:P10214,property,equinox,rdac:C10001,,rdau:P60506,rdaw:P10317,,,,Published,7.5,2,
15518,"has year degree granted",rdaw:yearDegreeGranted.en,"Relates a work to a timespan during which an academic degree is conferred by a granting institution or faculty.",,,,"year degree granted","A timespan during which an academic degree is conferred by a granting institution or faculty.",rdaw:P10215,property,yearDegreeGranted,rdac:C10001,,rdau:P60514,rdaw:P10219,,,,Published,7.9.4,2,
15519,"has coverage of content",rdaw:coverageOfContent.en,"Relates a work to a chronological or geographic coverage of the content of a work.",,,,"coverage of content","A chronological or geographic coverage of the content of a work.",rdaw:P10216,property,coverageOfContent,rdac:C10001,,rdau:P60518,,,,,Published,7.3,6,
15520,"has intended audience of representative expression",rdaw:intendedAudienceOfRepresentativeExpression.en,"Relates a work to a category of user for which a representative expression of a work is intended, or for whom a representative expression of a work is considered suitable.",,,,"intended audience of representative expression","A category of user for which a representative expression of a work is intended, or for whom a representative expression of a work is considered suitable.",rdaw:P10217,property,intendedAudienceOfRepresentativeExpression,rdac:C10001,,rdau:P60520,,,,,Published,7.7,5,
15521,"has place of origin of work",rdaw:placeOfOriginOfWork.en,"Relates a work to a place from which a work originated.",,,,"place of origin of work","A place from which a work originated.",rdaw:P10218,property,placeOfOriginOfWork,rdac:C10001,,rdau:P60523,rdaw:P10316,,,,Published,6.5,2,
15522,"has date of work",rdaw:dateOfWork.en,"Relates a work to a timespan that is an earliest date associated with a work.",,,,"date of work","A timespan that is an earliest date associated with a work.",rdaw:P10219,property,dateOfWork,rdac:C10001,,rdau:P60527,rdaw:P10317,,,,Published,6.4,3,
15523,"has medium of performance of musical content of representative expression",rdaw:mediumOfPerformanceOfMusicalContentOfRepresentativeExpression.en,"Relates a work to an instrument, voice, or ensemble used, or intended to be used, for performance of musical content of a representative expression of a work.",,,,"medium of performance of musical content of representative expression","An instrument, voice, or ensemble used, or intended to be used, for performance of musical content of a representative expression of a work.",rdaw:P10220,property,mediumOfPerformanceOfMusicalContentOfRepresentativeExpression,rdac:C10001,,rdau:P60537,,,,,Published,6.15,5,
15524,"has key of representative expression",rdaw:keyOfRepresentativeExpression.en,"Relates a work to a set of pitch relationships that establishes the tonal centre, or principal tonal centre, used, or intended to be used, for performance of musical content of a representative expression.","Key is indicated by its pitch name and its mode, when it is major or minor.",,,"key of representative expression","A set of pitch relationships that establishes the tonal centre, or principal tonal centre, used, or intended to be used, for performance of musical content of a representative expression of a work.",rdaw:P10221,property,keyOfRepresentativeExpression,rdac:C10001,,rdau:P60580,,,,,Published,6.17,5,
15525,"has nature of content",rdaw:natureOfContent.en,"Relates a work to a specific character of the primary content of a work.",,,,"nature of content","A specific character of the primary content of a work.",rdaw:P10222,property,natureOfContent,rdac:C10001,,rdau:P60584,,,,,Published,7.2,6,
15526,"has preferred title of work",rdaw:preferredTitleOfWork.en,"Relates a work to a title of work that is selected for preference in a specific application or context.",,,,"preferred title of work","A title of work that is selected for preference in a specific application or context.",rdaw:P10223,property,preferredTitleOfWork,rdac:C10001,,rdau:P60588,rdaw:P10088,rdax:P00021,,,Published,6.2.2,3,
15527,"is absorption of work",rdaw:absorptionOfWork.en,"Relates a work to a work whose content is incorporated in the content of another work.",,,,"absorption of work","A work whose content is incorporated in the content of another work.",rdaw:P10224,property,absorptionOfWork,rdac:C10001,,rdau:P60574,rdaw:P10156,,,,Published,24.5,2,
15528,"is absorption in part of work",rdaw:absorptionInPartOfWork.en,"Relates a work to a work whose partial content is incorporated in the content of another work.",,,,"absorption in part of work","A work whose partial content is incorporated in the content of another work.",rdaw:P10225,property,absorptionInPartOfWork,rdac:C10001,,rdau:P60575,rdaw:P10156,,,,Published,24.5,2,
15529,"is continuation of work",rdaw:continuationOfWork.en,"Relates a work to a work that is a diachronic work that is completed whose content is continued by another diachronic work.","This element applies in general to a successive work.",,,"continuation of work","A work that is a diachronic work that is completed whose content is continued by another diachronic work.",rdaw:P10226,property,continuationOfWork,rdac:C10001,,rdau:P60576,rdaw:P10156,,,,Published,24.5,2,
15608,"is musical theatre adaptation of work",rdaw:musicalTheatreAdaptationOfWork.en,"Relates a work to a work that is adapted as a musical theatre work.",,,,"musical theatre adaptation of work","A work that is adapted as a musical theatre work.",rdaw:P10233,property,musicalTheatreAdaptationOfWork,rdac:C10001,,rdau:P60719,rdaw:P10142,,,,Published,24.5,2,
15609,"is opera adaptation of work",rdaw:operaAdaptationOfWork.en,"Relates a work to a work that is adapted as an opera.",,,,"opera adaptation of work","A work that is adapted as opera.",rdaw:P10234,property,operaAdaptationOfWork,rdac:C10001,,rdau:P60720,rdaw:P10142,,,,Published,24.5,2,
15610,"is adapted as musical theatre work",rdaw:adaptedAsMusicalTheatreWork.en,"Relates a work to a musical theatre work based on a source work.",,,,"adapted as musical theatre work","A musical theatre work based on a source work.",rdaw:P10235,property,adaptedAsMusicalTheatreWork,rdac:C10001,,rdau:P60721,rdaw:P10155,,,,Published,24.5,2,
15611,"is adapted as opera work",rdaw:adaptedAsOperaWork.en,"Relates a work to an opera based on a source work.",,,,"adapted as opera work","An opera based on a source work.",rdaw:P10236,property,adaptedAsOperaWork,rdac:C10001,,rdau:P60722,rdaw:P10155,,,,Published,24.5,2,
15612,"has music work",rdaw:musicWork.en,"Relates a work to a musical work that complements a work.",,,,"music work","A musical work that complements a work.",rdaw:P10237,property,musicWork,rdac:C10001,,rdau:P60723,rdaw:P10103,,,,Published,24.5,2,
15613,"is music for work",rdaw:musicForWork.en,"Relates a work to work that is complemented by a musical work.",,,,"music for work","A work that is complemented by a musical work.",rdaw:P10238,property,musicForWork,rdac:C10001,,rdau:P60724,rdaw:P10103,,,,Published,24.5,2,
15614,"has video music work",rdaw:videoMusicWork.en,"Relates a work to a musical work that complements a work that is a video.",,,,"video music work","A musical work that complements a work that is a video.",rdaw:P10239,property,videoMusicWork,rdac:C10001,,rdau:P60725,rdaw:P10237,,,,Published,24.5,2,
15615,"is music for video work",rdaw:musicForVideoWork.en,"Relates a work to a work that is a video that is complemented by a musical work.",,,,"music for video work","A work that is a video that is complemented by a musical work.",rdaw:P10240,property,musicForVideoWork,rdac:C10001,,rdau:P60726,rdaw:P10238,,,,Published,24.5,2,
15616,"has television program music work",rdaw:televisionProgramMusicWork.en,"Relates a work to a musical work that complements a work that is a television program.",,,,"television program music work","A musical work that complements a work that is a television program.",rdaw:P10241,property,televisionProgramMusicWork,rdac:C10001,,rdau:P60727,rdaw:P10237,,,,Published,24.5,2,
15617,"is music for television program work",rdaw:musicForTelevisionProgramWork.en,"Relates a work to a work that is a television program that is complemented by a musical work.",,,,"music for television program work","A work that is a television program that is complemented by a musical work.",rdaw:P10242,property,musicForTelevisionProgramWork,rdac:C10001,,rdau:P60728,rdaw:P10238,,,,Published,24.5,2,
15618,"has radio program music work",rdaw:radioProgramMusicWork.en,"Relates a work to a musical work that complements a work that is a radio program.",,,,"radio program music work","A musical work that complements a work that is a radio program.",rdaw:P10243,property,radioProgramMusicWork,rdac:C10001,,rdau:P60729,rdaw:P10237,,,,Published,24.5,2,
15619,"is music for radio program work",rdaw:musicForRadioProgramWork.en,"Relates a work to a work that is a radio program that is complemented by a musical work.",,,,"music for radio program work","A work that is a radio program that is complemented by a musical work.",rdaw:P10244,property,musicForRadioProgramWork,rdac:C10001,,rdau:P60730,rdaw:P10238,,,,Published,24.5,2,
15620,"is music for motion picture work",rdaw:musicForMotionPictureWork.en,"Relates a work to a work that is a motion picture that is complemented by a musical work.",,,,"music for motion picture work","A work that is a motion picture that is complemented by a musical work.",rdaw:P10245,property,musicForMotionPictureWork,rdac:C10001,,rdau:P60731,rdaw:P10238,,,,Published,24.5,2,
15621,"has motion picture music work",rdaw:motionPictureMusicWork.en,"Relates a work to a musical work that complements a work that is a motion picture.",,,,"motion picture music work","A musical work that complements a work that is a motion picture.",rdaw:P10246,property,motionPictureMusicWork,rdac:C10001,,rdau:P60732,rdaw:P10237,,,,Published,24.5,2,
16185,"has choreography work",rdaw:choreographyWork.en,"Relates a work to a work that is a choreographic work that complements a work.",,,,"choreography work","A work that is a choreographic work that complements a work.",rdaw:P10247,property,choreographyWork,rdac:C10001,,rdau:P60740,rdaw:P10103,,,,Published,24.5,2,
16186,"is choreography for work",rdaw:choreographyForWork.en,"Relates a work to a work that is complemented by a choreographic work.",,,,"choreography for work","A work that is complemented by a choreographic work.",rdaw:P10248,property,choreographyForWork,rdac:C10001,,rdau:P60741,rdaw:P10103,,,,Published,24.5,2,
16187,"is adapted as video game work",rdaw:adaptedAsVideoGameWork.en,"Relates a work to a video game based on a source work.",,,,"adapted as video game work","A video game based on a source work.",rdaw:P10249,property,adaptedAsVideoGameWork,rdac:C10001,,rdau:P60744,rdaw:P10155,,,,Published,24.5,2,
16188,"is video game adaptation of work",rdaw:videoGameAdaptationOfWork.en,"Relates a work to a work that is adapted as a video game.",,,,"video game adaptation of work","A work that is adapted as a video game.",rdaw:P10250,property,videoGameAdaptationOfWork,rdac:C10001,,rdau:P60745,rdaw:P10142,,,,Published,24.5,2,
16189,"is adapted as graphic novel work",rdaw:adaptedAsGraphicNovelWork.en,"Relates a work to a graphic novel based on another work.",,,,"adapted as graphic novel work","A graphic novel based on another work.",rdaw:P10251,property,adaptedAsGraphicNovelWork,rdac:C10001,,rdau:P60742,rdaw:P10155,,,,Published,24.5,2,
16190,"is graphic novelization of work",rdaw:graphicNovelizationOfWork.en,"Relates a work to a work that is adapted as a graphic novel.",,,,"graphic novelization of work","A work that is adapted as a graphic novel.",rdaw:P10252,property,graphicNovelizationOfWork,rdac:C10001,,rdau:P60743,rdaw:P10142,,,,Published,24.5,2,
16191,"has calligrapher agent",rdaw:calligrapherAgent.en,"Relates a work to an agent who is an artist who is responsible for calligraphy where the focus of interest lies in the aesthetic value of the penmanship or graphic artistry, regardless of whether the same agent is also responsible for the inscribed text.",,calligrapher,,"calligrapher agent","An agent who is an artist who is responsible for calligraphy where the focus of interest lies in the aesthetic value of the penmanship or graphic artistry, regardless of whether the same agent is also responsible for the inscribed text.",rdaw:P10253,property,calligrapherAgent,rdac:C10001,,rdau:P60752,rdaw:P10058,,,,Published,18.5,2,
16192,"has book artist agent",rdaw:bookArtistAgent.en,"Relates a work to an agent who is an artist who is responsible for exploiting the book form or altering its physical structure.",,"book artist",,"book artist agent","An agent who is an artist who is responsible for exploiting the book form or altering its physical structure.",rdaw:P10254,property,bookArtistAgent,rdac:C10001,,rdau:P60753,rdaw:P10058,,,,Published,18.5,2,
16193,"has rapporteur agent",rdaw:rapporteurAgent.en,"Relates a work to an agent who is an author who is appointed by an organization to report on the proceedings of its meetings.","Responsibility limited to taking minutes is excluded.",rapporteur,,"rapporteur agent","An agent who is an author who is appointed by an organization to report on the proceedings of its meetings.",rdaw:P10255,property,rapporteurAgent,rdac:C10001,,rdau:P60751,rdaw:P10061,,,,Published,18.5,2,rdae:P20058
16194,"has subject",rdaw:subject.en,"Relates a work to a topic that a work is about.",,,,subject,"A topic that a work is about.",rdaw:P10256,property,subject,rdac:C10001,,rdau:P60805,rdaw:P10405,,,,Published,23.5,5,
16195,"has subject work",rdaw:subjectWork.en,"Relates a work to a work that a work is about.",,,,"subject work","A work that a work is about.",rdaw:P10257,property,subjectWork,rdac:C10001,,rdau:P60805,rdaw:P10198,rdaw:P10324,,,Published,,2,
16196,"has subject expression",rdaw:subjectExpression.en,"Relates a work to an expression that a work is about.",,,,"subject expression","An expression that a work is about.",rdaw:P10258,property,subjectExpression,rdac:C10001,,rdau:P60805,rdaw:P10308,rdaw:P10324,,,Published,,2,
16197,"has subject manifestation",rdaw:subjectManifestation.en,"Relates a work to a manifestation that a work is about.",,,,"subject manifestation","A manifestation that a work is about.",rdaw:P10259,property,subjectManifestation,rdac:C10001,,rdau:P60805,rdaw:P10309,rdaw:P10324,,,Published,,2,
16198,"has subject item",rdaw:subjectItem.en,"Relates a work to an item that a work is about.",,,,"subject item","An item that a work is about.",rdaw:P10260,property,subjectItem,rdac:C10001,,rdau:P60805,rdaw:P10310,rdaw:P10324,,,Published,,2,
16199,"has subject person",rdaw:subjectPerson.en,"Relates a work to a person whom a work is about.",,,,"subject person","A person whom a work is about.",rdaw:P10261,property,subjectPerson,rdac:C10001,,rdau:P60805,rdaw:P10312,rdaw:P10319,,,Published,,2,
16200,"has subject family",rdaw:subjectFamily.en,"Relates a work to a family whom a work is about.",,,,"subject family","A family whom a work is about.",rdaw:P10262,property,subjectFamily,rdac:C10001,,rdau:P60805,rdaw:P10313,rdaw:P10320,,,Published,,2,
16201,"has subject corporate body",rdaw:subjectCorporateBody.en,"Relates a work to a corporate body whom a work is about.",,,,"subject corporate body","A corporate body whom a work is about.",rdaw:P10263,property,subjectCorporateBody,rdac:C10001,,rdau:P60805,rdaw:P10314,rdaw:P10320,,,Published,,2,
16202,"is subject work of",rdaw:subjectWorkOf.en,"Relates a work to a work that is about a work.",,"subject of (work)",,"subject work of","A work that is about a work.",rdaw:P10264,property,subjectWorkOf,rdac:C10001,,rdau:P60806,rdaw:P10198,rdax:P00014,,,Published,,2,
16203,"is description of item",rdaw:descriptionOfItem.en,"Relates a work to an item that is described by a work.",,,,"description of item","An item that is described by a work.",rdaw:P10265,property,descriptionOfItem,rdac:C10001,,rdau:P60190,rdaw:P10260,rdaw:P10360,,,Published,23.5,2,
16204,"is analysis of item",rdaw:analysisOfItem.en,"Relates a work to an item whose structure is described by a work.",,,,"analysis of item","An item whose structure is described by a work.",rdaw:P10266,property,analysisOfItem,rdac:C10001,,rdau:P60239,rdaw:P10265,,,,Published,23.5,2,
16205,"is evaluation of item",rdaw:evaluationOfItem.en,"Relates a work to an item that is examined or judged.",,,,"evaluation of item","An item that is examined or judged.",rdaw:P10267,property,evaluationOfItem,rdac:C10001,,rdau:P60255,rdaw:P10265,,,,Published,23.5,2,
