reg_id,*label_en,lexicalAlias_en,description[0]_en,note[0]_en,altLabel[0]_en,altLabel[1]_en,ToolkitLabel_en,ToolkitDefinition_en,*uri,*type,*name,domain,range,hasUnconstrained,subPropertyOf[0],subPropertyOf[1],inverseOf,sameAs[0],*status,instructionNumber,"has element type","See Also[0]"
14197,"is summarized as expression",rdae:summarizedAsExpression.en,"Relates an expression to an expression of a work that consists of a brief recapitulation of the content of a source expression.",,,,"summarized as expression","An expression of a work that consists of a brief recapitulation of the content of a source expression.",rdae:P20106,property,summarizedAsExpression,rdac:C10006,,rdau:P60205,rdae:P20203,,,,Published,24.5,2,
14198,"has catalogue expression",rdae:catalogueExpression.en,"Relates an expression to an expression of a work that consists of a complete enumeration of items arranged systematically.",,,,"catalogue expression","An expression of a work that consists of a complete enumeration of items arranged systematically.",rdae:P20107,property,catalogueExpression,rdac:C10006,,rdau:P60206,rdae:P20105,,,,Published,24.5,2,
14199,"has concordance expression",rdae:concordanceExpression.en,"Relates an expression to an expression of a work that consists of an index of all the words in a predominant expression.",,,,"concordance expression","An expression of a work that consists of an index of all the words in a predominant expression.",rdae:P20108,property,concordanceExpression,rdac:C10006,,rdau:P60208,rdae:P20105,,,,Published,24.5,2,
14200,"has addenda expression",rdae:addendaExpression.en,"Relates an expression to an expression of a work consisting of brief content that is essential for the completeness of an expression of a related work.",,,,"addenda expression","An expression of a work that consists of brief content that is essential for the completeness of an expression of a related work.",rdae:P20109,property,addendaExpression,rdac:C10006,,rdau:P60209,rdae:P20105,,,,Published,24.5,2,
14201,"is adapted as libretto expression",rdae:adaptedAsLibrettoExpression.en,"Relates an expression to an expression of a work consisting of the text of an opera or other work for the musical stage, or an oratorio, based on a source work.",,,,"adapted as libretto expression","An expression of a work that consists of the text of an opera or other work for the musical stage, or an oratorio, based on a source work.",rdae:P20110,property,adaptedAsLibrettoExpression,rdac:C10006,,rdau:P60210,rdae:P20153,,,,Published,24.5,2,
14202,"is reviewed in (expression) (Deprecated)",rdae:reviewedInExpression.en,"Relates an expression to an expression of a work that contains a brief evaluation of the described expression. (Deprecated)",,,,"reviewed in (expression)","An expression of a work that contains a brief evaluation of the described expression.",rdae:P20111,property,reviewedInExpression,rdac:C10006,,rdau:P60211,rdae:P20202,,,,Deprecated,,,
14203,"is critiqued in (expression) (Deprecated)",rdae:critiquedInExpression.en,"Relates an expression to an expression of a work that contains a critical evaluation of the described expression. (Deprecated)",,,,"critiqued in (expression)","An expression of a work that contains a critical evaluation of the described expression.",rdae:P20112,property,critiquedInExpression,rdac:C10006,,rdau:P60212,rdae:P20202,,,,Deprecated,,,
14204,"is commentary in (expression) (Deprecated)",rdae:commentaryInExpression.en,"Relates an expression to an expression of a work that contains a set of explanatory or critical notes on the described expression. (Deprecated)",,,,"commentary in (expression)","An expression of a work that contains a set of explanatory or critical notes on the described expression.",rdae:P20113,property,commentaryInExpression,rdac:C10006,,rdau:P60213,rdae:P20202,,,,Deprecated,,,
14205,"is imitated as expression",rdae:imitatedAsExpression.en,"Relates an expression to an expression of a work that copies the style or content of a source work.",,,,"imitated as expression","An expression of a work that copies the style or content of the source work.",rdae:P20114,property,imitatedAsExpression,rdac:C10006,,rdau:P60214,rdae:P20203,,,,Published,24.5,2,
14206,"is expanded as expression",rdae:expandedAsExpression.en,"Relates an expression to an expression of a work that enlarges upon the content of a source work.",,,,"expanded as expression","An expression of a work that enlarges upon the content of a source work.",rdae:P20115,property,expandedAsExpression,rdac:C10006,,rdau:P60216,rdae:P20203,,,,Published,24.5,2,
14207,"is evaluated in (expression) (Deprecated)",rdae:evaluatedInExpression.en,"Relates an expression to an expression of a work that examines or judges the described expression. (Deprecated)",,,,"evaluated in (expression)","An expression of a work that examines or judges the described expression.",rdae:P20116,property,evaluatedInExpression,rdac:C10006,,rdau:P60218,rdae:P20202,,,,Deprecated,,,
14208,"is analysed in (expression) (Deprecated)",rdae:analysedInExpression.en,"Relates an expression to an expression of a work that examines the source expression to identify its components and their relations.",,,,"analysed in (expression)","An expression of a work that examines the source expression to identify its components and their relations.",rdae:P20117,property,analysedInExpression,rdac:C10006,,rdau:P60219,rdae:P20202,,,,Deprecated,,,
14209,"has appendix expression",rdae:appendixExpression.en,"Relates an expression to an expression of a work whose content augments an expression of a related work.","Includes lists of references, statistical tables, and explanatory matter that are not essential to the completeness of the content.",,,"appendix expression","An expression of a work whose content augments an expression of a related work.",rdae:P20118,property,appendixExpression,rdac:C10006,,rdau:P60221,rdae:P20105,,,,Published,24.5,2,
14210,"is freely translated as expression",rdae:freelyTranslatedAsExpression.en,"Relates an expression to an expression of a work that is both an adaptation and a translation into another language of a source expression.",,,,"freely translated as expression","An expression of a work that is both an adaptation and a translation into another language of a source expression.",rdae:P20119,property,freelyTranslatedAsExpression,rdac:C10006,,rdau:P60189,rdae:P20203,,,,Published,24.5,2,
14211,"has guide expression",rdae:guideExpression.en,"Relates an expression to an expression of a work that guides a user through the use of a predominant work, using notes, learning and study aids, exercises, problems, questions and answers, instructor or student materials, etc.",,,,"guide expression","An expression of a work that guides a user through the use of a predominant work, using notes, learning and study aids, exercises, problems, questions and answers, instructor or student materials, etc.",rdae:P20120,property,guideExpression,rdac:C10006,,rdau:P60222,rdae:P20105,,,,Published,24.5,2,
14212,"is abridgement of expression",rdae:abridgementOfExpression.en,"Relates an expression to an expression of a work that is shortened as an expression of a related work without changing the general meaning or manner of presentation.",,,,"abridgement of expression","An expression of a work that is shortened as an expression of a related work without changing the general meaning or manner of presentation.",rdae:P20121,property,abridgementOfExpression,rdac:C10006,,rdau:P60223,rdae:P20204,,,,Published,24.5,2,
14213,"is abstract of expression",rdae:abstractOfExpression.en,"Relates an expression to an expression of a work that is abstracted, i.e., abbreviated in a brief, objective manner.",,,,"abstract of expression","An expression of a work that is abstracted, i.e., abbreviated in a brief, objective manner.",rdae:P20122,property,abstractOfExpression,rdac:C10006,,rdau:P60224,rdae:P20204,,,,Published,24.5,2,
14214,"is dramatization of expression",rdae:dramatizationOfExpression.en,"Relates an expression to an expression of a work that is adapted as a drama.",,,,"dramatization of expression","An expression of a work that is adapted as a drama.",rdae:P20123,property,dramatizationOfExpression,rdac:C10006,,rdau:P60225,rdae:P20152,,,,Published,24.5,2,
14215,"is verse adaptation of expression",rdae:verseAdaptationOfExpression.en,"Relates an expression to an expression of a work that is adapted as a literary composition in verse form.",,,,"verse adaptation of expression","An expression of a work that is adapted as a literary composition in verse form.",rdae:P20124,property,verseAdaptationOfExpression,rdac:C10006,,rdau:P60226,rdae:P20152,,,,Published,24.5,2,
14216,"is motion picture adaptation of expression",rdae:motionPictureAdaptationOfExpression.en,"Relates an expression to an expression of a work that is adapted as a motion picture.",,,,"motion picture adaptation of expression","An expression of a work that is adapted as a motion picture.",rdae:P20125,property,motionPictureAdaptationOfExpression,rdac:C10006,,rdau:P60227,rdae:P20152,,,,Published,24.5,2,
14217,"is novelization of expression",rdae:novelizationOfExpression.en,"Relates an expression to an expression of a work that is adapted as a novel.",,,,"novelization of expression","An expression of a work that is adapted as a novel.",rdae:P20126,property,novelizationOfExpression,rdac:C10006,,rdau:P60228,rdae:P20152,,,,Published,24.5,2,
14218,"is radio adaptation of expression",rdae:radioAdaptationOfExpression.en,"Relates an expression to an expression of a work that is adapted as a radio program.",,,,"radio adaptation of expression","An expression of a work that is adapted as a radio program.",rdae:P20127,property,radioAdaptationOfExpression,rdac:C10006,,rdau:P60229,rdae:P20152,,,,Published,24.5,2,
14219,"is television adaptation of expression",rdae:televisionAdaptationOfExpression.en,"Relates an expression to an expression of a work that is adapted as a television program.",,,,"television adaptation of expression","An expression of a work that is adapted as a television program.",rdae:P20128,property,televisionAdaptationOfExpression,rdac:C10006,,rdau:P60230,rdae:P20152,,,,Published,24.5,2,
14220,"is screenplay based on expression",rdae:screenplayBasedOnExpression.en,"Relates an expression to an expression of a work that is adapted as a screenplay for a motion picture, television program, or video.",,,,"screenplay based on expression","An expression of a work that is adapted as a screenplay for a motion picture, television program, or video.",rdae:P20129,property,screenplayBasedOnExpression,rdac:C10006,,rdau:P60231,rdae:P20152,,,,Published,24.5,2,
14221,"is motion picture screenplay based on expression",rdae:motionPictureScreenplayBasedOnExpression.en,"Relates an expression to an expression of a work that is adapted as a screenplay for a motion picture.",,,,"motion picture screenplay based on expression","An expression of a work that is adapted as a screenplay for a motion picture.",rdae:P20130,property,motionPictureScreenplayBasedOnExpression,rdac:C10006,,rdau:P60232,rdae:P20129,,,,Published,24.5,2,
14222,"is television screenplay based on expression",rdae:televisionScreenplayBasedOnExpression.en,"Relates an expression to an expression of a work that is adapted as a screenplay for a television program.",,,,"television screenplay based on expression","An expression of a work that is adapted as a screenplay for a television program.",rdae:P20131,property,televisionScreenplayBasedOnExpression,rdac:C10006,,rdau:P60233,rdae:P20129,,,,Published,24.5,2,
14223,"is video screenplay based on expression",rdae:videoScreenplayBasedOnExpression.en,"Relates an expression to an expression of a work that is adapted as a screenplay for a video.",,,,"video screenplay based on expression","An expression of a work that is adapted as a screenplay for a video.",rdae:P20132,property,videoScreenplayBasedOnExpression,rdac:C10006,,rdau:P60234,rdae:P20129,,,,Published,24.5,2,
14224,"is radio script based on expression",rdae:radioScriptBasedOnExpression.en,"Relates an expression to an expression of a work that is adapted as the script for a radio program.",,,,"radio script based on expression","An expression of a work that is adapted as a script for a radio program.",rdae:P20133,property,radioScriptBasedOnExpression,rdac:C10006,,rdau:P60235,rdae:P20152,,,,Published,24.5,2,
14225,"is video adaptation of expression",rdae:videoAdaptationOfExpression.en,"Relates an expression to an expression of a work that is adapted for video.",,,,"video adaptation of expression","An expression of a work that is adapted for video.",rdae:P20134,property,videoAdaptationOfExpression,rdac:C10006,,rdau:P60236,rdae:P20152,,,,Published,24.5,2,
14226,"is digest of expression",rdae:digestOfExpression.en,"Relates an expression to an expression of a work that is digested, i.e., systematically and comprehensively condensed.",,,,"digest of expression","An expression of a work that is digested, i.e., systematically and comprehensively condensed.",rdae:P20135,property,digestOfExpression,rdac:C10006,,rdau:P60238,rdae:P20204,,,,Published,24.5,2,
14227,"is analysis of (expression) (Deprecated)",rdae:analysisOfExpression.en,"Relates an expression to an expression of a work that has been examined to identify its components and their relations. (Deprecated)",,,,"analysis of (expression)","An expression of a work that has been examined to identify its components and their relations.",rdae:P20136,property,analysisOfExpression,rdac:C10006,,rdau:P60239,rdae:P20072,,,,Deprecated,,,
14228,"is absorption of expression",rdae:absorptionOfExpression.en,"Relates an expression to an expression of a work whose content is incorporated in the content of an expression of another work.",,,,"absorption of expression","An expression of a work whose content is incorporated in the content of an expression of another work.",rdae:P20137,property,absorptionOfExpression,rdac:C10006,,rdau:P60574,rdae:P20154,,,,Published,24.5,2,
14229,"is absorption in part of expression",rdae:absorptionInPartOfExpression.en,"Relates an expression to an expression of a work whose partial content is incorporated in the content of an expression of another work.",,,,"absorption in part of expression","An expression of a work whose partial content is incorporated in the content of an expression of another work.",rdae:P20138,property,absorptionInPartOfExpression,rdac:C10006,,rdau:P60575,rdae:P20154,,,,Published,24.5,2,
14230,"is arrangement of",rdae:arrangementOf.en,"Relates an expression to an expression of a work that is rewritten as a musical composition for a medium of performance different from that for which a work was originally intended.",,,,"arrangement of","An expression of a work that is rewritten as a musical composition for a medium of performance different from that for which a work was originally intended.",rdae:P20139,property,arrangementOf,rdac:C10006,,rdau:P60242,rdae:P20204,,,,Published,24.5,2,
14231,"is free translation of expression",rdae:freeTranslationOfExpression.en,"Relates an expression to an expression of a work that is adapted and translated into another language.",,,,"free translation of expression","An expression of a work that is adapted and translated into another language.",rdae:P20140,property,freeTranslationOfExpression,rdac:C10006,,rdau:P60243,rdae:P20204,,,,Published,24.5,2,
14232,"is translation of",rdae:translationOf.en,"Relates an expression to an expression of a work that is translated, i.e., the text expressed in a language different from that of an original work.",,,,"translation of","An expression of a work that is translated, i.e., the text expressed in a language different from that of an original work.",rdae:P20141,property,translationOf,rdac:C10006,,rdau:P60244,rdae:P20204,,,,Published,24.5,2,
14233,"is parodied as expression",rdae:parodiedAsExpression.en,"Relates an expression to an expression of a work that imitates the style or content of a source work for comic effect.",,,,"parodied as expression","An expression of a work that imitates the style or content of a source work for comic effect.",rdae:P20142,property,parodiedAsExpression,rdac:C10006,,rdau:P60246,rdae:P20114,,,,Published,24.5,2,
14234,"is absorbed by expression",rdae:absorbedByExpression.en,"Relates an expression to an expression of a work whose content incorporates the content of an expression of another work.",,,,"absorbed by expression","An expression of a work whose content incorporates the content of an expression of another work.",rdae:P20143,property,absorbedByExpression,rdac:C10006,,rdau:P60247,rdae:P20169,,,,Published,24.5,2,
14235,"is absorbed in part by expression",rdae:absorbedInPartByExpression.en,"Relates an expression to an expression of a work whose content incorporates the partial content of an expression of another work.",,,,"absorbed in part by expression","An expression of a work whose content incorporates the partial content of an expression of another work.",rdae:P20144,property,absorbedInPartByExpression,rdac:C10006,,rdau:P60248,rdae:P20169,,,,Published,24.5,2,
14236,"has part expression",rdae:partExpression.en,"Relates an expression to an expression that is a discrete component of another expression.",,"container of expression",,"part expression","An expression that is a discrete component of another expression.",rdae:P20145,property,partExpression,rdac:C10006,,rdau:P60249,rdae:P20205,,,,Published,24.5,4,
14237,"is errata to expression",rdae:errataToExpression.en,"Relates an expression to an expression of a work that is augmented by a list of errors in a predominant work, discovered after publication, with their corrections.",,,,"errata to expression","An expression of a work that is augmented by a list of errors in a predominant work, discovered after publication, with their corrections.",rdae:P20146,property,errataToExpression,rdac:C10006,,rdau:P60251,rdae:P20192,,,,Published,24.5,2,
14238,"is guide to expression",rdae:guideToExpression.en,"Relates an expression to an expression of a work that is augmented by a related work consisting of material to help the user of a predominant work, such as notes, learning and study aids, exercises, problems, questions and answers, instructor or student materials, etc.",,,,"guide to expression","An expression of a work that is augmented by a related work that consists of material to help the user of a predominant work, such as notes, learning and study aids, exercises, problems, questions and answers, instructor or student materials, etc.",rdae:P20147,property,guideToExpression,rdac:C10006,,rdau:P60252,rdae:P20192,,,,Published,24.5,2,
14239,"is illustrations for expression",rdae:illustrationsForExpression.en,"Relates an expression to an expression of a work that is augmented by pictorial content designed to explain or decorate it.",,,,"illustrations for expression","An expression of a work that is augmented by pictorial content designed to explain or decorate it.",rdae:P20148,property,illustrationsForExpression,rdac:C10006,,rdau:P60254,rdae:P20192,,,,Published,24.5,2,
14240,"is continuation of expression",rdae:continuationOfExpression.en,"Relates an expression to an expression of a work that is a completed diachronic work whose content is continued by an expression of another diachronic work.","This element applies in general to an expression of a successive work.",,,"continuation of expression","An expression of a work that is a completed diachronic work whose content is continued by an expression of another diachronic work.",rdae:P20149,property,continuationOfExpression,rdac:C10006,,rdau:P60576,rdae:P20154,,,,Published,24.5,2,
14241,"is evaluation of (expression) (Deprecated)",rdae:evaluationOfExpression.en,"Relates an expression to an expression of a work that is examined or judged. (Deprecated)",,,,"evaluation of (expression)","An expression of a work that is examined or judged.",rdae:P20150,property,evaluationOfExpression,rdac:C10006,,rdau:P60255,rdae:P20072,,,,Deprecated,,,
14242,"is supplement to expression",rdae:supplementToExpression.en,"Relates an expression to an expression of a work that is updated or otherwise complemented by an augmenting expression.",,,,"supplement to expression","An expression of a work that is updated or otherwise complemented by an augmenting expression.",rdae:P20151,property,supplementToExpression,rdac:C10006,,rdau:P60259,rdae:P20192,,,,Published,24.5,2,
14243,"is adaptation of expression",rdae:adaptationOfExpression.en,"Relates an expression to an expression of a work that is modified for a purpose, use, or medium other than that for which it was originally intended.",,,,"adaptation of expression","An expression of a work that is modified for a purpose, use, or medium other than that for which it was originally intended.",rdae:P20152,property,adaptationOfExpression,rdac:C10006,,rdau:P60241,rdae:P20204,,,,Published,24.5,2,
14244,"is adapted as expression",rdae:adaptedAsExpression.en,"Relates an expression to an expression of a work based on a source expression.",,,,"adapted as expression","An expression of a work that modifies a source expression for a purpose, use, or medium other than that for which it was originally intended.",rdae:P20153,property,adaptedAsExpression,rdac:C10006,,rdau:P60260,rdae:P20203,,,,Published,24.5,2,
14245,"is preceded by expression",rdae:precededByExpression.en,"Relates an expression to an expression of a work that precedes, that is, is earlier in time or before in narrative, etc., a succeeding expression.",,,,"preceded by expression","An expression of a work that precedes, that is, is earlier in time or before in narrative, etc., a succeeding expression.",rdae:P20154,property,precededByExpression,rdac:C10006,,rdau:P60261,rdae:P20205,,,,Published,24.5,2,
14246,"has finding aid expression",rdae:findingAidExpression.en,"Relates an expression to an expression of a work that provides a guide to the organization, arrangement, and contents of an archival collection.",,,,"finding aid expression","An expression of a work that provides a guide to the organization, arrangement, and contents of an archival collection.",rdae:P20155,property,findingAidExpression,rdac:C10006,,rdau:P60262,rdae:P20105,,,,Published,24.5,2,
14247,"has index expression",rdae:indexExpression.en,"Relates an expression to an expression of a work that provides a systematic, alphabetical guide to the contents of a predominant expression, usually keyed to page numbers or other reference codes.",,,,"index expression","An expression of a work that provides a systematic, alphabetical guide to the contents of a predominant expression, usually keyed to page numbers or other reference codes.",rdae:P20156,property,indexExpression,rdac:C10006,,rdau:P60263,rdae:P20105,,,,Published,24.5,2,
14248,"has screenplay expression",rdae:screenplayExpression.en,"Relates an expression to an expression of a work that provides text for a motion picture, television program or video.",,,,"screenplay expression","An expression of a work that provides text for a motion picture, television program or video.",rdae:P20157,property,screenplayExpression,rdac:C10006,,rdau:P60264,rdae:P20100,,,,Published,24.5,2,
14249,"has motion picture screenplay expression",rdae:motionPictureScreenplayExpression.en,"Relates an expression to an expression of a work that provides text for a motion picture.",,,,"motion picture screenplay expression","An expression of a work that provides text for a motion picture.",rdae:P20158,property,motionPictureScreenplayExpression,rdac:C10006,,rdau:P60265,rdae:P20157,,,,Published,24.5,2,
14250,"is musical setting of expression",rdae:musicalSettingOfExpression.en,"Relates an expression to an expression of a work that provides text for a non-dramatic musical work, other than an oratorio.",,,,"musical setting of expression","An expression of a work that provides text for a non-dramatic musical work, other than an oratorio.",rdae:P20159,property,musicalSettingOfExpression,rdac:C10006,,rdau:P60266,rdae:P20204,,,,Published,24.5,2,
14251,"has radio script expression",rdae:radioScriptExpression.en,"Relates an expression to an expression of a work that provides text for a radio program.",,,,"radio script expression","An expression of a work that provides text for a radio program.",rdae:P20160,property,radioScriptExpression,rdac:C10006,,rdau:P60267,rdae:P20100,,,,Published,24.5,2,
14252,"has television screenplay expression",rdae:televisionScreenplayExpression.en,"Relates an expression to an expression of a work that provides text for a television program.",,,,"television screenplay expression","An expression of a work that provides text for a television program.",rdae:P20161,property,televisionScreenplayExpression,rdac:C10006,,rdau:P60268,rdae:P20157,,,,Published,24.5,2,
14253,"has video screenplay expression",rdae:videoScreenplayExpression.en,"Relates an expression to an expression of a work that provides text for a video.",,,,"video screenplay expression","An expression of a work that provides text for a video.",rdae:P20162,property,videoScreenplayExpression,rdac:C10006,,rdau:P60269,rdae:P20157,,,,Published,24.5,2,
14254,"has libretto expression",rdae:librettoExpression.en,"Relates an expression to an expression of a work that provides text for an opera or other work for the musical stage, or an oratorio.",,,,"libretto expression","An expression of a work that provides text for an opera or other work for the musical stage, or an oratorio.",rdae:P20163,property,librettoExpression,rdac:C10006,,rdau:P60270,rdae:P20100,,,,Published,24.5,2,
14255,"is paraphrased as expression",rdae:paraphrasedAsExpression.en,"Relates an expression to an expression of a work that restates the content of a source work in a different form.",,,,"paraphrased as expression","An expression of a work that restates the content of a source work in a different form.",rdae:P20164,property,paraphrasedAsExpression,rdac:C10006,,rdau:P60273,rdae:P20203,,,,Published,24.5,2,
14256,"is arranged as",rdae:arrangedAs.en,"Relates an expression to an expression of a work that rewrites a musical composition for a medium of performance different from that for which a work was originally intended.",,,,"arranged as","An expression of a work that rewrites a musical composition for a medium of performance different from that for which a work was originally intended.",rdae:P20165,property,arrangedAs,rdac:C10006,,rdau:P60274,rdae:P20203,,,,Published,24.5,2,
14257,"is abridged as expression",rdae:abridgedAsExpression.en,"Relates an expression to an expression of a work that shortens an expression of a related work without changing the general meaning or manner of presentation.",,,,"abridged as expression","An expression of a work that shortens an expression of a related work without changing the general meaning or manner of presentation.",rdae:P20166,property,abridgedAsExpression,rdac:C10006,,rdau:P60275,rdae:P20203,,,,Published,24.5,2,
14258,"is split from expression",rdae:splitFromExpression.en,"Relates an expression to an expression of a work that is a diachronic work that is completed whose partial content is continued by an expression of another diachronic work.","This element applies in general to an expression of a successive work.","continuation in part of expression",,"split from expression","An expression of a work that is a diachronic work that is completed whose partial content is continued by an expression of another diachronic work.",rdae:P20167,property,splitFromExpression,rdac:C10006,,rdau:P60276,rdae:P20154,,,,Published,24.5,2,
14259,"is separated from expression",rdae:separatedFromExpression.en,"Relates an expression to an expression of a work that is a diachronic work whose partial content is continued by an expression of another diachronic work.","This element applies in general to an expression of a successive work.",,,"separated from expression","An expression of a work that is a diachronic work whose partial content is continued by an expression of another diachronic work.",rdae:P20168,property,separatedFromExpression,rdac:C10006,,rdau:P60277,rdae:P20154,,,,Published,24.5,2,
14260,"is succeeded by expression",rdae:succeededByExpression.en,"Relates an expression to an expression of a work that succeeds, that is, is later in time or after in a narrative, etc., a preceding expression.",,,,"succeeded by expression","An expression of a work that succeeds, that is, is later in time or after in a narrative, etc., a preceding expression.",rdae:P20169,property,succeededByExpression,rdac:C10006,,rdau:P60278,rdae:P20205,,,,Published,24.5,2,
14261,"is digested as expression",rdae:digestedAsExpression.en,"Relates an expression to an expression of a work that systematically and comprehensively condenses a source expression.",,,,"digested as expression","An expression of a work that systematically and comprehensively condenses a source expression.",rdae:P20170,property,digestedAsExpression,rdac:C10006,,rdau:P60279,rdae:P20203,,,,Published,24.5,2,
14262,"is translated as",rdae:translatedAs.en,"Relates an expression to an expression of a work that translates the text of a source expression into a language different from that of an original work.",,,,"translated as","An expression of a work that translates the text of a source expression into a language different from that of an original work.",rdae:P20171,property,translatedAs,rdac:C10006,,rdau:P60280,rdae:P20203,,,,Published,24.5,2,
14263,"has supplement expression",rdae:supplementExpression.en,"Relates an expression to an expression of a work that updates or otherwise complements a predominant expression.",,,,"supplement expression","An expression of a work that updates or otherwise complements a predominant expression.",rdae:P20172,property,supplementExpression,rdac:C10006,,rdau:P60281,rdae:P20105,,,,Published,24.5,2,
14264,"is screenplay for motion picture expression",rdae:screenplayForMotionPictureExpression.en,"Relates an expression to an expression of a work that uses the text as a screenplay for a motion picture.",,,,"screenplay for motion picture expression","An expression of a work that uses the text as a screenplay for a motion picture.",rdae:P20173,property,screenplayForMotionPictureExpression,rdac:C10006,,rdau:P60282,rdae:P20102,,,,Published,24.5,2,
14265,"is screenplay for television program expression",rdae:screenplayForTelevisionProgramExpression.en,"Relates an expression to an expression of a work that uses the text as a screenplay for a television program.",,,,"screenplay for television program expression","An expression of a work that uses the text as a screenplay for a television program.",rdae:P20174,property,screenplayForTelevisionProgramExpression,rdac:C10006,,rdau:P60283,rdae:P20102,,,,Published,24.5,2,
14266,"is screenplay for video expression",rdae:screenplayForVideoExpression.en,"Relates an expression to an expression of a work that uses the text as a screenplay for a video.",,,,"screenplay for video expression","An expression of a work that uses the text as a screenplay for a video.",rdae:P20175,property,screenplayForVideoExpression,rdac:C10006,,rdau:P60284,rdae:P20102,,,,Published,24.5,2,
14267,"is script for radio program expression",rdae:scriptForRadioProgramExpression.en,"Relates an expression to an expression of a work that uses the text as a script for a radio program.",,,,"script for radio program expression","An expression of a work that uses the text as a script for a radio program.",rdae:P20176,property,scriptForRadioProgramExpression,rdac:C10006,,rdau:P60285,rdae:P20100,,,,Published,24.5,2,
14268,"is addenda to expression",rdae:addendaToExpression.en,"Relates an expression to an expression of a work whose content is completed with brief content from an expression of a related work.",,,,"addenda to expression","An expression of a work whose content is completed with brief content from an expression of a related work.",rdae:P20177,property,addendaToExpression,rdac:C10006,,rdau:P60286,rdae:P20192,,,,Published,24.5,2,
14269,"is review of (expression) (Deprecated)",rdae:reviewOfExpression.en,"Relates an expression to an expression of a work used as the basis for a brief evaluation. (Deprecated)",,,,"review of (expression)","An expression of a work used as the basis for a brief evaluation.",rdae:P20178,property,reviewOfExpression,rdac:C10006,,rdau:P60288,rdae:P20072,,,,Deprecated,,,
14270,"is summary of expression",rdae:summaryOfExpression.en,"Relates an expression to an expression of a work used as the basis for a brief recapitulation of its content.",,,,"summary of expression","An expression of a work used as the basis for a brief recapitulation of its content.",rdae:P20179,property,summaryOfExpression,rdac:C10006,,rdau:P60289,rdae:P20204,,,,Published,24.5,2,
14271,"is catalogue of expression",rdae:catalogueOfExpression.en,"Relates an expression to an expression of a work used as the basis for a catalogue, i.e., a complete enumeration of items arranged systematically.",,,,"catalogue of expression","An expression of a work used as the basis for a catalogue, i.e., a complete enumeration of items arranged systematically.",rdae:P20180,property,catalogueOfExpression,rdac:C10006,,rdau:P60290,rdae:P20192,,,,Published,24.5,2,
14272,"is concordance to expression",rdae:concordanceToExpression.en,"Relates an expression to an expression of a work used as the basis for a concordance, i.e., an index of all the words in a predominant expression.",,,,"concordance to expression","An expression of a work used as the basis for a concordance, i.e., an index of all the words in a predominant expression.",rdae:P20181,property,concordanceToExpression,rdac:C10006,,rdau:P60291,rdae:P20192,,,,Published,24.5,2,
14273,"is critique of (expression) (Deprecated)",rdae:critiqueOfExpression.en,"Relates an expression to an expression of a work used as the basis for a critical evaluation. (Deprecated)",,,,"critique of (expression)","An expression of a work used as the basis for a critical evaluation.",rdae:P20182,property,critiqueOfExpression,rdac:C10006,,rdau:P60292,rdae:P20072,,,,Deprecated,,,
14274,"is choreographic adaptation of expression",rdae:choreographicAdaptationOfExpression.en,"Relates an expression to an expression of a work that is adapted as a work consisting of movement.",,,,"choreographic adaptation of expression","An expression of a work that is adapted as a work that consists of movement.",rdae:P20183,property,choreographicAdaptationOfExpression,rdac:C10006,,rdau:P60293,rdae:P20152,,,,Published,24.5,2,
14275,"is expanded version of expression",rdae:expandedVersionOfExpression.en,"Relates an expression to an expression of a work used as the basis for a derivative work that enlarges upon the content of a source work.",,,,"expanded version of expression","An expression of a work used as the basis for a derivative work that enlarges upon the content of a source work.",rdae:P20184,property,expandedVersionOfExpression,rdac:C10006,,rdau:P60294,rdae:P20204,,,,Published,24.5,2,
14276,"is remake of expression",rdae:remakeOfExpression.en,"Relates an expression to an expression of a work used as a basis for a new motion picture, radio program, television program, or video.",,,,"remake of expression","An expression of a work used as a basis for a new motion picture, radio program, television program, or video.",rdae:P20185,property,remakeOfExpression,rdac:C10006,,rdau:P60295,rdae:P20204,,,,Published,24.5,2,
14277,"is paraphrase of expression",rdae:paraphraseOfExpression.en,"Relates an expression to an expression of a work used as the basis for a paraphrase, i.e., a restating of the content of a source work in a different form.",,,,"paraphrase of expression","An expression of a work used as the basis for a paraphrase, i.e., a restating of the content of a source work in a different form.",rdae:P20186,property,paraphraseOfExpression,rdac:C10006,,rdau:P60296,rdae:P20204,,,,Published,24.5,2,
14278,"is commentary on (expression) (Deprecated)",rdae:commentaryOnExpression.en,"Relates an expression to an expression of a work used as the basis for a set of explanatory or critical notes. (Deprecated)",,,,"commentary on (expression)","An expression of a work used as the basis for a set of explanatory or critical notes.",rdae:P20187,property,commentaryOnExpression,rdac:C10006,,rdau:P60298,rdae:P20072,,,,Deprecated,,,
14279,"is index to expression",rdae:indexToExpression.en,"Relates an expression to an expression of a work used as the basis for an index, i.e., a systematic, alphabetical guide to the contents of a predominant expression, usually keyed to page numbers or other reference codes.",,,,"index to expression","An expression of a work used as the basis for an index, i.e., a systematic, alphabetical guide to the contents of a predominant expression, usually keyed to page numbers or other reference codes.",rdae:P20188,property,indexToExpression,rdac:C10006,,rdau:P60302,rdae:P20192,,,,Published,24.5,2,
